% This file contains an extracted local summary of land-surface 
% temperature results produced by the Berkeley Earth averaging 
% method for the location: 
% 
%    45.81 N, 5.77 E
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual locations 
% simply by sampling the field at the locaiton in question.  This 
% file contains such a local estimate.
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Berkeley Earth analysis for mean temperature on complete dataset
% 
% 
% This analysis was run on 06-Jan-2021 15:35:34
% 
% Global results are based on 50564 time series 
%   with 20694236 data points
% 
% The current location is characterized by: 
%%   Location: 45.81 N, 5.77 E
%%   Country: France
%%   Nearby Cities: Lyon, Geneva, Grenoble, Villeurbanne, Chambéry, Vénissieux
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 113
%%   Temperature obeservations within 200 km: 70217
% 
% Note that all results reported here are derived from the full field 
% analysis and may use information from stations a great distance from the 
% target location when more local sources are not available.  In general, 
% the temperature anomaly field has significant correlation extending over 
% greater than 1000 km, which allows even distant stations to provide some 
% insight at times when local coverage may be lacking. 
% 
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 8.54 +/- 0.83
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%      -0.37   1.29   4.43   7.60  11.97  15.35  17.58  16.87  14.04   9.13   4.00   0.60
%% +/-   0.96   0.85   0.85   0.85   0.85   0.86   0.89   0.88   0.85   0.83   0.89   0.99
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Values are reported as missing (i.e. NaN) when station coverage near 
% this location becomes too low.  Time averages over intervals with some 
% missing data will be reported as long as at least 75% of the necessary 
% values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
YearMonth;AnomalyMonth;AnomalyMonthErr;AnomalyYear;AnomalyYearErr;AnomalyFive;AnomalyFiveErr;AnomlyTen;AnomalyTenErr;AnomalyTwenty;AnomalyTwentyErr
1880-05;-0.910;0.781;-0.613;0.573;-0.511;0.272;-0.394;0.201;-0.509;0.128
1880-06;-1.704;0.633;0.025;0.493;-0.499;0.263;-0.391;0.198;-0.517;0.125
1880-07;0.966;0.704;0.078;0.497;-0.464;0.261;-0.368;0.194;-0.533;0.122
1880-08;-0.738;1.080;0.123;0.459;-0.444;0.255;-0.376;0.190;-0.528;0.121
1880-09;0.242;0.568;0.058;0.440;-0.487;0.258;-0.396;0.190;-0.528;0.119
1880-10;0.573;0.787;0.012;0.433;-0.506;0.255;-0.408;0.189;-0.534;0.118
1880-11;0.373;0.837;0.022;0.442;-0.522;0.256;-0.397;0.196;-0.537;0.119
1880-12;2.831;0.798;0.114;0.469;-0.533;0.257;-0.382;0.198;-0.539;0.122
1881-01;-3.044;0.728;0.223;0.494;-0.559;0.253;-0.381;0.199;-0.542;0.125
1881-02;0.750;0.693;0.344;0.501;-0.568;0.257;-0.402;0.197;-0.551;0.127
1881-03;0.930;0.858;0.165;0.517;-0.589;0.252;-0.408;0.198;-0.557;0.125
1881-04;-0.125;0.818;-0.163;0.507;-0.619;0.258;-0.400;0.194;-0.569;0.125
1881-05;-0.786;0.767;-0.089;0.486;-0.583;0.261;-0.382;0.191;-0.573;0.124
1881-06;-0.602;0.955;-0.402;0.494;-0.548;0.274;-0.392;0.188;-0.563;0.125
1881-07;2.274;0.758;-0.145;0.461;-0.506;0.277;-0.400;0.187;-0.569;0.124
1881-08;0.713;0.680;-0.220;0.502;-0.482;0.278;-0.410;0.187;-0.576;0.124
1881-09;-1.904;0.541;-0.156;0.504;-0.467;0.280;-0.387;0.185;-0.584;0.124
1881-10;-3.368;0.550;-0.148;0.508;-0.440;0.287;-0.398;0.183;-0.575;0.125
1881-11;1.262;0.935;-0.083;0.515;-0.361;0.297;-0.387;0.180;-0.567;0.125
1881-12;-0.928;0.869;-0.095;0.494;-0.406;0.297;-0.411;0.178;-0.545;0.127
1882-01;0.048;0.978;-0.412;0.461;-0.360;0.296;-0.458;0.175;-0.548;0.128
1882-02;-0.150;1.101;-0.547;0.453;-0.376;0.299;-0.493;0.175;-0.551;0.128
1882-03;1.699;1.003;-0.576;0.420;-0.379;0.302;-0.496;0.176;-0.566;0.130
1882-04;-0.040;0.471;-0.311;0.428;-0.389;0.299;-0.502;0.171;-0.568;0.130
1882-05;-0.003;0.717;-0.394;0.385;-0.381;0.297;-0.508;0.173;-0.563;0.130
1882-06;-0.740;0.384;-0.290;0.319;-0.306;0.287;-0.518;0.172;-0.559;0.130
1882-07;-1.539;0.462;-0.246;0.343;-0.293;0.284;-0.505;0.170;-0.565;0.129
1882-08;-0.900;0.964;-0.097;0.317;-0.266;0.274;-0.514;0.167;-0.560;0.127
1882-09;-2.255;0.485;-0.539;0.311;-0.299;0.261;-0.511;0.163;-0.562;0.126
1882-10;-0.182;0.506;-0.608;0.293;-0.308;0.258;-0.526;0.161;-0.565;0.124
1882-11;0.265;0.564;-0.616;0.253;-0.323;0.252;-0.548;0.160;-0.565;0.128
1882-12;0.315;0.831;-0.622;0.245;-0.277;0.244;-0.563;0.155;-0.583;0.130
1883-01;0.575;0.583;-0.634;0.241;-0.272;0.240;-0.567;0.158;-0.609;0.130
1883-02;1.636;0.712;-0.592;0.208;-0.259;0.234;-0.597;0.157;-0.603;0.129
1883-03;-3.601;0.526;-0.502;0.178;-0.283;0.235;-0.607;0.157;-0.604;0.129
1883-04;-0.865;0.292;-0.607;0.152;-0.335;0.234;-0.624;0.154;-0.587;0.131
1883-05;-0.102;0.223;-0.639;0.158;-0.335;0.223;-0.624;0.154;-0.582;0.131
1883-06;-0.817;0.535;-0.784;0.195;-0.396;0.219;-0.622;0.152;-0.580;0.131
1883-07;-1.681;0.271;-0.686;0.209;-0.370;0.220;-0.643;0.153;-0.587;0.130
1883-08;-0.392;0.448;-0.677;0.161;-0.420;0.221;-0.658;0.155;-0.588;0.129
1883-09;-1.176;0.295;-0.285;0.145;-0.456;0.216;-0.658;0.155;-0.585;0.128
1883-10;-1.445;0.714;-0.247;0.142;-0.441;0.210;-0.684;0.154;-0.583;0.127
1883-11;-0.117;0.418;-0.150;0.178;-0.432;0.204;-0.663;0.154;-0.588;0.126
1883-12;-1.419;0.893;-0.292;0.192;-0.444;0.188;-0.638;0.158;-0.587;0.126
1884-01;1.744;0.311;-0.120;0.217;-0.478;0.182;-0.643;0.158;-0.595;0.125
1884-02;1.749;0.640;-0.030;0.225;-0.493;0.179;-0.666;0.161;-0.589;0.127
1884-03;1.105;0.693;0.030;0.235;-0.439;0.175;-0.691;0.161;-0.586;0.129
1884-04;-0.411;0.387;0.005;0.237;-0.374;0.172;-0.685;0.164;-0.584;0.129
1884-05;1.065;0.513;-0.168;0.259;-0.392;0.164;-0.650;0.165;-0.577;0.131
1884-06;-2.525;0.536;-0.079;0.278;-0.391;0.156;-0.644;0.163;-0.582;0.131
1884-07;0.382;0.601;-0.465;0.268;-0.445;0.167;-0.632;0.162;-0.588;0.131
1884-08;0.688;0.405;-0.459;0.223;-0.487;0.166;-0.653;0.163;-0.586;0.131
1884-09;-0.454;0.412;-0.574;0.178;-0.549;0.159;-0.662;0.167;-0.595;0.128
1884-10;-1.741;0.420;-0.547;0.165;-0.563;0.155;-0.664;0.170;-0.597;0.127
1884-11;-2.204;0.624;-0.790;0.182;-0.606;0.149;-0.646;0.168;-0.586;0.128
1884-12;-0.348;0.537;-0.488;0.149;-0.572;0.147;-0.632;0.165;-0.581;0.129
1885-01;-2.885;0.667;-0.414;0.172;-0.524;0.150;-0.588;0.166;-0.604;0.131
1885-02;1.827;0.914;-0.472;0.208;-0.507;0.146;-0.610;0.164;-0.616;0.134
1885-03;-0.281;0.687;-0.534;0.198;-0.490;0.140;-0.632;0.161;-0.617;0.137
1885-04;-0.089;0.478;-0.600;0.234;-0.556;0.136;-0.642;0.158;-0.612;0.137
1885-05;-1.851;0.608;-0.384;0.248;-0.586;0.134;-0.635;0.156;-0.624;0.137
1885-06;1.099;0.459;-0.425;0.239;-0.627;0.132;-0.624;0.155;-0.628;0.137
1885-07;1.274;0.629;-0.307;0.228;-0.669;0.134;-0.647;0.154;-0.621;0.137
1885-08;-0.004;0.541;-0.647;0.218;-0.749;0.140;-0.645;0.149;-0.626;0.137
1885-09;-1.206;0.446;-0.728;0.274;-0.726;0.136;-0.658;0.150;-0.620;0.137
1885-10;-2.528;0.837;-0.657;0.287;-0.742;0.134;-0.681;0.149;-0.620;0.135
1885-11;0.390;0.468;-0.520;0.283;-0.727;0.132;-0.696;0.147;-0.607;0.139
1885-12;-0.842;0.522;-0.722;0.289;-0.712;0.133;-0.759;0.148;-0.596;0.141
1886-01;-1.473;1.108;-0.810;0.328;-0.726;0.136;-0.772;0.149;-0.594;0.141
1886-02;-2.251;0.620;-0.823;0.332;-0.748;0.144;-0.797;0.150;-0.601;0.142
1886-03;-1.258;0.763;-0.612;0.325;-0.727;0.147;-0.815;0.154;-0.591;0.143
1886-04;0.770;0.456;-0.358;0.286;-0.750;0.147;-0.828;0.154;-0.595;0.144
1886-05;-0.207;0.560;-0.376;0.301;-0.743;0.151;-0.830;0.151;-0.590;0.144
1886-06;-1.327;0.435;-0.376;0.326;-0.728;0.151;-0.828;0.147;-0.591;0.143
1886-07;0.216;0.539;-0.521;0.309;-0.779;0.146;-0.855;0.143;-0.595;0.142
1886-08;-0.159;0.245;-0.556;0.297;-0.850;0.142;-0.872;0.140;-0.610;0.141
1886-09;1.320;0.481;-0.620;0.254;-0.914;0.139;-0.858;0.138;-0.610;0.140
1886-10;0.523;0.605;-0.757;0.232;-0.930;0.134;-0.826;0.136;-0.626;0.140
1886-11;0.171;0.585;-0.952;0.201;-0.939;0.134;-0.843;0.135;-0.629;0.138
1886-12;-0.842;1.024;-0.738;0.185;-0.882;0.128;-0.834;0.134;-0.642;0.140
1887-01;-3.212;0.449;-0.643;0.168;-0.903;0.128;-0.840;0.138;-0.655;0.141
1887-02;-2.672;0.479;-0.619;0.149;-0.930;0.130;-0.838;0.139;-0.651;0.140
1887-03;-2.020;0.450;-0.829;0.143;-0.944;0.130;-0.877;0.137;-0.635;0.140
1887-04;-0.874;0.426;-1.221;0.125;-0.939;0.127;-0.873;0.134;-0.634;0.140
1887-05;-2.548;0.544;-1.363;0.187;-0.910;0.124;-0.873;0.132;-0.631;0.140
1887-06;1.245;0.815;-1.470;0.233;-0.958;0.119;-0.861;0.132;-0.634;0.139
1887-07;1.349;0.534;-1.367;0.218;-0.882;0.118;-0.853;0.132;-0.630;0.137
1887-08;0.129;0.670;-1.407;0.209;-0.955;0.125;-0.841;0.127;-0.636;0.136
1887-09;-1.201;0.393;-1.423;0.214;-0.965;0.135;-0.820;0.126;-0.637;0.134
1887-10;-4.180;0.216;-1.504;0.213;-0.977;0.140;-0.829;0.125;-0.633;0.134
1887-11;-1.525;0.663;-1.223;0.191;-0.947;0.136;-0.822;0.131;-0.640;0.134
1887-12;-2.137;0.502;-1.318;0.185;-0.971;0.138;-0.845;0.126;-0.641;0.133
1888-01;-1.973;0.752;-1.645;0.190;-1.023;0.132;-0.889;0.125;-0.629;0.135
1888-02;-3.147;0.573;-1.796;0.196;-1.032;0.131;-0.898;0.123;-0.630;0.135
1888-03;-2.216;0.510;-1.689;0.223;-1.033;0.132;-0.857;0.120;-0.631;0.135
1888-04;-1.846;0.489;-1.574;0.197;-1.026;0.135;-0.824;0.121;-0.631;0.135
1888-05;0.821;0.321;-1.426;0.203;-1.057;0.142;-0.822;0.122;-0.640;0.135
1888-06;0.112;0.658;-1.288;0.217;-1.121;0.149;-0.810;0.125;-0.643;0.136
1888-07;-2.579;0.367;-1.233;0.240;-1.174;0.140;-0.797;0.127;-0.646;0.137
1888-08;-1.687;0.580;-1.182;0.233;-1.173;0.143;-0.782;0.131;-0.641;0.139
1888-09;0.081;0.411;-1.223;0.223;-1.173;0.149;-0.773;0.134;-0.634;0.138
1888-10;-2.795;0.914;-1.183;0.194;-1.215;0.156;-0.754;0.136;-0.632;0.136
1888-11;0.254;0.696;-1.212;0.221;-1.228;0.165;-0.762;0.139;-0.614;0.137
1888-12;-0.486;0.770;-1.145;0.227;-1.212;0.169;-0.759;0.143;-0.598;0.137
1889-01;-1.307;0.608;-1.005;0.229;-1.233;0.175;-0.790;0.147;-0.584;0.136
1889-02;-2.533;0.650;-0.937;0.254;-1.252;0.179;-0.803;0.147;-0.577;0.137
1889-03;-2.716;0.285;-1.055;0.255;-1.277;0.181;-0.810;0.147;-0.577;0.139
1889-04;-1.361;0.537;-0.939;0.254;-1.277;0.181;-0.792;0.148;-0.569;0.142
1889-05;0.473;0.440;-1.003;0.238;-1.295;0.189;-0.809;0.149;-0.555;0.145
1889-06;0.918;0.570;-1.228;0.278;-1.278;0.190;-0.790;0.148;-0.555;0.147
1889-07;-0.905;0.446;-0.983;0.307;-1.234;0.193;-0.791;0.147;-0.546;0.148
1889-08;-0.873;0.307;-0.982;0.324;-1.189;0.192;-0.800;0.145;-0.547;0.149
1889-09;-1.334;0.490;-0.831;0.322;-1.205;0.191;-0.806;0.144;-0.546;0.149
1889-10;-1.402;0.341;-0.783;0.320;-1.183;0.188;-0.796;0.144;-0.539;0.151
1889-11;-0.513;0.709;-0.827;0.310;-1.141;0.190;-0.772;0.144;-0.524;0.150
1889-12;-3.183;0.772;-0.932;0.303;-1.149;0.190;-0.781;0.143;-0.513;0.145
1890-01;1.636;0.990;-1.012;0.297;-1.182;0.193;-0.792;0.148;-0.492;0.144
1890-02;-2.524;0.847;-0.982;0.322;-1.174;0.186;-0.859;0.151;-0.487;0.144
1890-03;-0.907;0.381;-0.980;0.297;-1.151;0.188;-0.874;0.152;-0.506;0.145
1890-04;-0.786;0.438;-1.039;0.287;-1.102;0.190;-0.864;0.155;-0.510;0.144
1890-05;-0.057;0.607;-1.119;0.316;-1.058;0.192;-0.853;0.154;-0.509;0.144
1890-06;-0.341;0.515;-1.243;0.285;-1.063;0.186;-0.864;0.156;-0.498;0.144
1890-07;-1.865;0.444;-1.768;0.264;-1.109;0.191;-0.873;0.157;-0.498;0.145
1890-08;-0.509;0.532;-1.740;0.236;-1.048;0.188;-0.876;0.158;-0.497;0.142
1890-09;-1.314;0.209;-1.768;0.255;-0.988;0.189;-0.845;0.159;-0.493;0.141
1890-10;-2.102;0.415;-1.846;0.271;-0.906;0.191;-0.832;0.163;-0.494;0.139
1890-11;-1.480;0.596;-1.925;0.286;-0.917;0.195;-0.817;0.167;-0.495;0.138
1890-12;-4.669;0.656;-1.928;0.284;-0.908;0.202;-0.810;0.171;-0.502;0.136
1891-01;-4.663;0.768;-1.857;0.273;-0.868;0.206;-0.808;0.165;-0.491;0.137
1891-02;-2.186;0.744;-1.926;0.279;-0.816;0.216;-0.800;0.164;-0.516;0.137
1891-03;-1.248;0.753;-1.828;0.274;-0.818;0.217;-0.773;0.166;-0.529;0.139
1891-04;-1.714;0.457;-1.613;0.265;-0.758;0.219;-0.790;0.167;-0.526;0.139
1891-05;-1.003;0.661;-1.562;0.235;-0.781;0.217;-0.798;0.173;-0.522;0.138
1891-06;-0.387;0.527;-1.158;0.208;-0.791;0.224;-0.790;0.174;-0.514;0.138
1891-07;-1.014;0.295;-0.819;0.186;-0.801;0.230;-0.790;0.178;-0.523;0.137
1891-08;-1.329;0.467;-0.634;0.209;-0.755;0.229;-0.811;0.180;-0.527;0.136
1891-09;-0.142;0.213;-0.778;0.155;-0.707;0.234;-0.832;0.180;-0.520;0.137
1891-10;0.479;0.114;-0.601;0.146;-0.655;0.237;-0.853;0.181;-0.510;0.137
1891-11;-0.863;0.341;-0.518;0.127;-0.678;0.244;-0.872;0.185;-0.524;0.135
1891-12;0.176;0.558;-0.423;0.157;-0.699;0.244;-0.872;0.189;-0.524;0.135
1892-01;-0.593;0.625;-0.391;0.168;-0.678;0.245;-0.851;0.193;-0.522;0.134
1892-02;0.037;0.414;-0.229;0.160;-0.670;0.245;-0.809;0.189;-0.525;0.135
1892-03;-2.988;0.657;-0.201;0.174;-0.669;0.242;-0.775;0.188;-0.530;0.135
1892-04;0.420;0.306;-0.345;0.187;-0.654;0.243;-0.766;0.188;-0.522;0.134
1892-05;-0.010;0.441;-0.178;0.202;-0.633;0.247;-0.755;0.189;-0.536;0.133
1892-06;0.752;0.793;-0.400;0.207;-0.605;0.236;-0.750;0.189;-0.537;0.133
1892-07;-0.631;0.440;-0.742;0.214;-0.701;0.240;-0.755;0.189;-0.529;0.132
1892-08;0.619;0.264;-0.701;0.227;-0.762;0.231;-0.758;0.186;-0.527;0.129
1892-09;0.196;0.329;-0.341;0.243;-0.782;0.226;-0.762;0.186;-0.521;0.129
1892-10;-1.258;0.479;-0.115;0.275;-0.752;0.226;-0.741;0.186;-0.525;0.129
1892-11;1.145;0.921;-0.104;0.288;-0.759;0.225;-0.732;0.185;-0.532;0.131
1892-12;-2.483;0.735;-0.112;0.277;-0.757;0.227;-0.720;0.187;-0.535;0.131
1893-01;-4.699;0.602;-0.072;0.291;-0.724;0.227;-0.692;0.189;-0.537;0.131
1893-02;0.522;0.774;-0.006;0.304;-0.720;0.226;-0.664;0.186;-0.538;0.128
1893-03;1.337;0.646;-0.026;0.335;-0.657;0.228;-0.656;0.186;-0.520;0.128
1893-04;3.125;0.477;0.148;0.310;-0.637;0.231;-0.637;0.184;-0.527;0.128
1893-05;0.123;0.706;-0.044;0.320;-0.577;0.226;-0.655;0.188;-0.527;0.128
1893-06;0.665;0.581;0.074;0.352;-0.498;0.228;-0.663;0.189;-0.530;0.128
1893-07;-0.154;0.587;0.309;0.354;-0.441;0.223;-0.649;0.190;-0.527;0.129
1893-08;1.407;0.469;0.279;0.364;-0.426;0.219;-0.624;0.197;-0.527;0.128
1893-09;-0.037;0.445;0.183;0.378;-0.372;0.210;-0.609;0.195;-0.523;0.128
1893-10;0.831;0.265;0.070;0.387;-0.366;0.206;-0.579;0.195;-0.515;0.129
1893-11;-1.164;0.474;-0.017;0.405;-0.369;0.206;-0.565;0.195;-0.515;0.130
1893-12;-1.071;0.853;-0.098;0.396;-0.367;0.204;-0.558;0.192;-0.515;0.132
1894-01;-1.879;0.740;-0.055;0.396;-0.347;0.203;-0.525;0.192;-0.525;0.133
1894-02;0.170;0.556;-0.207;0.380;-0.371;0.200;-0.489;0.190;-0.531;0.134
1894-03;0.188;0.602;-0.309;0.361;-0.388;0.198;-0.464;0.189;-0.538;0.135
1894-04;1.759;0.613;-0.419;0.381;-0.429;0.200;-0.453;0.191;-0.530;0.135
1894-05;-0.915;0.621;-0.262;0.373;-0.449;0.202;-0.460;0.193;-0.528;0.134
1894-06;-0.315;0.585;-0.299;0.329;-0.466;0.210;-0.467;0.193;-0.514;0.135
1894-07;0.364;0.453;-0.486;0.313;-0.469;0.215;-0.460;0.195;-0.505;0.136
1894-08;-0.410;0.279;-1.016;0.253;-0.430;0.211;-0.440;0.200;-0.503;0.138
1894-09;-1.265;0.350;-1.208;0.221;-0.345;0.209;-0.430;0.197;-0.508;0.139
1894-10;-0.487;0.369;-1.268;0.211;-0.349;0.211;-0.414;0.198;-0.502;0.140
1894-11;0.716;0.423;-1.231;0.194;-0.369;0.208;-0.403;0.198;-0.497;0.139
1894-12;-1.519;0.431;-1.225;0.209;-0.352;0.202;-0.394;0.188;-0.496;0.140
1895-01;-4.120;0.556;-1.243;0.209;-0.328;0.198;-0.396;0.182;-0.492;0.141
1895-02;-6.188;0.650;-1.235;0.225;-0.342;0.197;-0.363;0.178;-0.504;0.143
1895-03;-2.112;0.610;-0.920;0.256;-0.374;0.199;-0.381;0.179;-0.501;0.145
1895-04;1.029;0.551;-0.958;0.270;-0.380;0.199;-0.377;0.179;-0.498;0.147
1895-05;-0.461;0.317;-0.841;0.299;-0.406;0.197;-0.382;0.182;-0.497;0.147
1895-06;-0.252;0.550;-0.706;0.296;-0.376;0.206;-0.372;0.184;-0.499;0.148
1895-07;0.149;0.382;-0.467;0.291;-0.275;0.209;-0.348;0.182;-0.496;0.149
1895-08;-0.308;0.326;-0.061;0.325;-0.281;0.211;-0.349;0.180;-0.496;0.150
1895-09;2.512;0.555;0.282;0.266;-0.324;0.208;-0.328;0.179;-0.492;0.151
1895-10;-0.944;0.382;0.084;0.224;-0.369;0.206;-0.308;0.178;-0.500;0.153
1895-11;2.123;0.564;0.026;0.237;-0.392;0.209;-0.294;0.177;-0.506;0.156
1895-12;0.104;0.539;0.023;0.244;-0.419;0.208;-0.244;0.174;-0.504;0.157
1896-01;-1.262;0.876;0.024;0.245;-0.430;0.210;-0.210;0.175;-0.496;0.155
1896-02;-1.310;0.916;-0.176;0.250;-0.431;0.218;-0.236;0.170;-0.494;0.156
1896-03;2.008;0.343;-0.484;0.225;-0.400;0.222;-0.244;0.169;-0.494;0.156
1896-04;-1.346;0.482;-0.570;0.213;-0.400;0.223;-0.224;0.168;-0.499;0.158
1896-05;-1.162;0.503;-0.920;0.185;-0.349;0.225;-0.214;0.171;-0.499;0.160
1896-06;-0.287;0.374;-1.001;0.198;-0.325;0.217;-0.201;0.172;-0.492;0.161
1896-07;0.165;0.456;-0.959;0.194;-0.249;0.211;-0.190;0.175;-0.492;0.163
1896-08;-2.718;0.318;-0.649;0.167;-0.222;0.211;-0.182;0.174;-0.485;0.164
1896-09;-1.180;0.523;-0.641;0.181;-0.221;0.206;-0.181;0.178;-0.493;0.165
1896-10;-1.979;0.306;-0.517;0.182;-0.250;0.212;-0.194;0.180;-0.489;0.166
1896-11;-2.071;0.180;-0.518;0.182;-0.241;0.218;-0.205;0.178;-0.486;0.167
1896-12;-0.868;0.665;-0.346;0.163;-0.235;0.225;-0.214;0.180;-0.495;0.169
1897-01;-0.755;0.619;-0.296;0.151;-0.243;0.235;-0.204;0.177;-0.486;0.169
1897-02;2.402;0.429;-0.088;0.163;-0.211;0.244;-0.212;0.178;-0.488;0.169
1897-03;2.104;0.505;-0.131;0.174;-0.191;0.248;-0.183;0.177;-0.484;0.168
1897-04;0.141;0.466;-0.100;0.203;-0.174;0.257;-0.170;0.179;-0.485;0.169
1897-05;-1.172;0.308;0.037;0.269;-0.174;0.263;-0.198;0.178;-0.475;0.169
1897-06;1.782;0.319;0.051;0.301;-0.182;0.249;-0.213;0.179;-0.482;0.168
1897-07;0.757;0.574;0.231;0.391;-0.091;0.240;-0.204;0.178;-0.495;0.169
1897-08;-0.216;0.463;0.041;0.387;0.036;0.238;-0.214;0.179;-0.492;0.166
1897-09;-1.699;0.543;-0.238;0.423;0.021;0.234;-0.222;0.179;-0.485;0.166
1897-10;-1.610;0.738;-0.215;0.432;-0.001;0.230;-0.222;0.183;-0.466;0.168
1897-11;-0.418;1.378;-0.222;0.447;-0.005;0.229;-0.241;0.182;-0.455;0.168
1897-12;-0.699;0.554;-0.448;0.461;0.012;0.236;-0.225;0.183;-0.439;0.171
1898-01;1.395;1.345;-0.582;0.465;0.028;0.235;-0.185;0.185;-0.436;0.170
1898-02;0.132;0.517;-0.449;0.507;0.022;0.232;-0.178;0.184;-0.424;0.168
1898-03;-1.246;0.325;-0.158;0.528;0.001;0.223;-0.183;0.184;-0.421;0.170
1898-04;0.417;0.650;0.047;0.495;0.021;0.219;-0.230;0.184;-0.420;0.172
1898-05;-1.253;0.340;0.240;0.404;-0.011;0.216;-0.233;0.186;-0.417;0.175
1898-06;-0.932;0.479;0.330;0.386;0.009;0.218;-0.250;0.186;-0.413;0.178
1898-07;-0.848;0.451;0.437;0.296;0.021;0.215;-0.258;0.187;-0.405;0.179
1898-08;1.372;0.813;0.573;0.353;-0.046;0.203;-0.272;0.185;-0.402;0.181
1898-09;1.793;0.575;0.701;0.351;-0.116;0.212;-0.273;0.187;-0.407;0.181
1898-10;0.855;0.390;0.665;0.364;-0.082;0.219;-0.276;0.189;-0.395;0.180
1898-11;1.889;0.529;0.739;0.375;-0.059;0.218;-0.267;0.191;-0.399;0.178
1898-12;0.381;0.299;0.822;0.369;-0.035;0.219;-0.270;0.193;-0.399;0.178
1899-01;2.684;0.638;0.882;0.388;-0.033;0.223;-0.261;0.195;-0.401;0.177
1899-02;1.762;0.469;0.895;0.403;0.007;0.222;-0.260;0.196;-0.404;0.177
1899-03;0.286;0.461;0.739;0.383;0.025;0.231;-0.266;0.196;-0.405;0.178
1899-04;-0.010;0.849;0.713;0.397;0.040;0.237;-0.267;0.197;-0.393;0.177
1899-05;-0.370;0.487;0.616;0.425;0.039;0.233;-0.247;0.199;-0.396;0.178
1899-06;0.072;0.434;0.414;0.365;0.038;0.235;-0.237;0.203;-0.407;0.179
1899-07;-0.133;0.703;0.303;0.347;0.061;0.228;-0.220;0.208;-0.412;0.179
1899-08;1.534;0.923;0.275;0.350;0.005;0.241;-0.205;0.213;-0.410;0.180
1899-09;-0.086;0.243;0.001;0.341;-0.022;0.251;-0.209;0.216;-0.411;0.179
1899-10;0.544;0.608;-0.024;0.284;0.009;0.253;-0.209;0.217;-0.402;0.179
1899-11;0.722;0.724;-0.052;0.271;-0.027;0.250;-0.223;0.218;-0.407;0.178
1899-12;-2.038;1.000;0.011;0.265;-0.074;0.249;-0.210;0.218;-0.389;0.179
1900-01;1.348;0.553;0.113;0.229;-0.080;0.249;-0.192;0.214;-0.393;0.176
1900-02;1.436;0.528;-0.072;0.160;-0.086;0.248;-0.150;0.212;-0.381;0.175
1900-03;-3.007;0.515;0.038;0.157;-0.070;0.250;-0.128;0.210;-0.378;0.175
1900-04;-0.316;0.405;0.015;0.132;-0.064;0.250;-0.131;0.209;-0.379;0.176
1900-05;-0.701;0.403;-0.025;0.106;-0.076;0.244;-0.140;0.209;-0.386;0.179
1900-06;0.823;0.533;0.250;0.138;-0.074;0.241;-0.134;0.214;-0.384;0.180
1900-07;1.098;0.341;0.094;0.169;-0.095;0.233;-0.118;0.217;-0.385;0.181
1900-08;-0.686;0.483;-0.470;0.144;-0.075;0.232;-0.116;0.220;-0.386;0.181
1900-09;1.232;0.202;-0.403;0.158;-0.041;0.233;-0.140;0.217;-0.389;0.182
1900-10;0.268;0.332;-0.317;0.162;-0.091;0.224;-0.169;0.214;-0.379;0.182
1900-11;0.240;0.438;-0.242;0.161;-0.073;0.220;-0.194;0.217;-0.379;0.183
1900-12;1.268;0.491;-0.212;0.163;-0.082;0.214;-0.199;0.217;-0.352;0.184
1901-01;-0.531;0.537;-0.283;0.197;-0.085;0.211;-0.184;0.213;-0.342;0.183
1901-02;-5.331;0.615;-0.252;0.215;-0.113;0.199;-0.188;0.207;-0.334;0.179
1901-03;-2.193;0.403;-0.361;0.248;-0.145;0.195;-0.215;0.206;-0.330;0.180
1901-04;0.707;0.307;-0.472;0.254;-0.152;0.196;-0.208;0.210;-0.326;0.179
1901-05;0.205;0.343;-0.674;0.208;-0.185;0.191;-0.199;0.207;-0.322;0.181
1901-06;1.178;0.392;-0.855;0.220;-0.216;0.196;-0.194;0.207;-0.322;0.183
