x% This file contains an extracted local summary of land-surface
% temperature results produced by the Berkeley Earth averaging
% method for the location:
%
%    50.63 N, 8.87 E
%
% The Berkeley Earth method takes temperature observations from a large
% collection of weather monitoring stations and produces an estimate of
% the underlying global temperature field across all of the Earth's
% land areas.  Once this temperature field has been generated, it is
% possible to estimate the temperature evolution of individual locations
% simply by sampling the field at the locaiton in question.  This
% file contains such a local estimate.
%
% Temperatures are in Celsius and reported as anomalies relative to the
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence
% interval for statistical noise and spatial undersampling effects.  Such
% uncertainties are expected to account for the effects of random
% noise as well as random biases affecting station trends and random
% shifts in station baselines.  The analysis framework is expected to be
% robust against most forms of bias; however, the impact of some forms of
% possible systematic bias is still being studied.
%
% The current dataset presented here is described as:
%
%   Berkeley Earth analysis for mean temperature on complete dataset
%
%
% This analysis was run on 06-Jan-2021 15:35:34
%
% Global results are based on 50564 time series
%   with 20694236 data points
%
% The current location is characterized by:
%%   Location: 50.63 N, 8.87 E
%%   Country: Germany
%%   Nearby Cities: Frankfurt, Wiesbaden, Kassel, Mainz, Darmstadt, Offenbach
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 429
%%   Temperature obeservations within 200 km: 230497
%
% Note that all results reported here are derived from the full field
% analysis and may use information from stations a great distance from the
% target location when more local sources are not available.  In general,
% the temperature anomaly field has significant correlation extending over
% greater than 1000 km, which allows even distant stations to provide some
% insight at times when local coverage may be lacking.
%
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 8.06 +/- 0.24
%
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%      -0.87   0.28   3.67   7.43  11.83  15.24  16.73  16.35  13.36   8.60   3.69   0.42
%% +/-   0.29   0.26   0.28   0.29   0.27   0.27   0.28   0.26   0.27   0.28   0.28   0.29
%
% For each month, we report the estimated land-surface anomaly for that
% month and its uncertainty.  We also report the corresponding values for
% year, five-year, ten-year, and twenty-year moving averages CENTERED about
% that month (rounding down if the center is in between months).  For example,
% the annual average from January to December 1950 is reported at June 1950.
%
% Values are reported as missing (i.e. NaN) when station coverage near
% this location becomes too low.  Time averages over intervals with some
% missing data will be reported as long as at least 75% of the necessary
% values are available.
%
Year-Month;Anomaly_Month;Err_Month;Anomaly_Year;Err_Year;Anomaly_Five;Err_Five;Anomaly_Ten;Err_Ten;Anomaly_Twenty;Err_Twenty
1743-03;-1.249;1.890;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-04;-2.915;1.768;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-05;-0.798;0.514;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-07;-1.477;0.615;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-09;-1.022;0.502;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-10;-3.707;0.850;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-11;0.704;4.270;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-12;-0.690;1.650;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1744-01;-2.386;1.180;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1744-02;-3.032;1.847;-1.250;0.673;NaN;NaN;NaN;NaN;NaN;NaN
1744-03;-1.629;1.308;-1.189;0.757;NaN;NaN;NaN;NaN;NaN;NaN
1744-04;-0.541;8.614;-0.921;0.788;NaN;NaN;NaN;NaN;NaN;NaN
1744-05;-0.553;7.776;-0.984;1.044;NaN;NaN;NaN;NaN;NaN;NaN
1744-06;-0.374;3.603;-1.031;1.331;NaN;NaN;NaN;NaN;NaN;NaN
1744-07;-0.229;2.367;-1.026;0.803;NaN;NaN;NaN;NaN;NaN;NaN
1744-08;-1.536;1.668;-0.975;0.732;NaN;NaN;NaN;NaN;NaN;NaN
1744-09;-0.293;6.665;-1.010;0.564;NaN;NaN;NaN;NaN;NaN;NaN
1744-10;-0.498;2.005;-0.963;0.578;NaN;NaN;NaN;NaN;NaN;NaN
1744-11;-0.046;5.579;-0.905;0.467;NaN;NaN;NaN;NaN;NaN;NaN
1744-12;-1.254;6.928;-0.877;0.379;NaN;NaN;NaN;NaN;NaN;NaN
1745-01;-2.327;7.015;-0.876;0.351;NaN;NaN;NaN;NaN;NaN;NaN
1745-02;-2.420;4.227;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-03;-2.053;2.078;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-04;0.026;4.092;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-05;0.143;0.455;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-06;-0.044;0.450;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-07;-0.216;0.517;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-09;-0.414;0.444;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-12;-2.506;0.585;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-01;-0.925;0.904;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-02;-1.916;0.879;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-03;-3.879;0.750;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-04;-1.525;0.542;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-06;-0.856;0.433;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-09;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-04;-0.543;0.550;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-06;1.514;0.410;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-07;-0.542;0.486;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-09;0.652;0.455;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-10;-0.998;0.466;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-11;-0.274;0.660;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-04;-1.523;0.523;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-05;0.974;0.512;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-09;-0.700;0.462;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-10;-1.119;0.748;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-11;0.281;1.056;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-12;1.506;1.321;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-01;1.555;1.278;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-02;-0.281;1.398;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-03;-1.986;1.169;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-04;-0.927;0.715;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-06;-1.884;1.090;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-09;-0.592;0.757;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-10;-1.735;0.773;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-11;-1.377;0.884;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-12;-0.686;1.290;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1750-01;-1.107;1.441;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1750-02;1.799;2.276;0.034;0.917;NaN;NaN;NaN;NaN;NaN;NaN
1750-03;2.665;2.623;0.086;0.930;NaN;NaN;NaN;NaN;NaN;NaN
1750-04;0.404;1.003;0.067;0.918;NaN;NaN;NaN;NaN;NaN;NaN
1750-05;-0.346;1.018;-0.110;0.913;NaN;NaN;NaN;NaN;NaN;NaN
1750-06;0.122;1.109;-0.198;0.939;NaN;NaN;NaN;NaN;NaN;NaN
1750-07;1.103;1.435;-0.196;0.948;NaN;NaN;NaN;NaN;NaN;NaN
1750-08;0.162;0.981;-0.599;0.877;NaN;NaN;NaN;NaN;NaN;NaN
1750-09;0.023;1.578;-0.724;0.810;NaN;NaN;NaN;NaN;NaN;NaN
1750-10;-1.962;0.746;-0.872;0.794;NaN;NaN;NaN;NaN;NaN;NaN
1750-11;-3.504;0.966;-0.899;0.740;NaN;NaN;NaN;NaN;NaN;NaN
1750-12;-1.735;1.397;-0.928;0.743;NaN;NaN;NaN;NaN;NaN;NaN
1751-01;-1.086;1.571;-0.983;0.672;NaN;NaN;NaN;NaN;NaN;NaN
1751-02;-3.037;1.566;-0.946;0.656;NaN;NaN;NaN;NaN;NaN;NaN
1751-03;1.173;1.148;-1.019;0.639;NaN;NaN;NaN;NaN;NaN;NaN
1751-04;-1.376;0.879;-0.975;0.656;NaN;NaN;NaN;NaN;NaN;NaN
1751-05;-0.670;1.070;-0.908;0.695;NaN;NaN;NaN;NaN;NaN;NaN
1751-06;-0.222;1.112;-0.877;0.740;NaN;NaN;NaN;NaN;NaN;NaN
1751-07;0.434;1.337;-0.811;0.725;NaN;NaN;NaN;NaN;NaN;NaN
1751-08;0.604;0.667;-0.532;0.703;NaN;NaN;NaN;NaN;NaN;NaN
1751-09;-0.850;0.573;-0.615;0.710;NaN;NaN;NaN;NaN;NaN;NaN
1751-10;-1.434;1.073;-0.563;0.654;NaN;NaN;NaN;NaN;NaN;NaN
1751-11;-2.694;1.209;-0.579;0.617;NaN;NaN;NaN;NaN;NaN;NaN
1751-12;-1.366;1.949;-0.435;0.576;NaN;NaN;NaN;NaN;NaN;NaN
1752-01;-0.295;1.412;-0.434;0.586;NaN;NaN;NaN;NaN;NaN;NaN
1752-02;0.312;1.428;-0.517;0.631;NaN;NaN;NaN;NaN;NaN;NaN
1752-03;0.178;0.947;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-04;-0.757;1.050;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-05;-0.855;0.937;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-06;1.506;0.702;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-07;0.436;1.004;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-08;-0.384;1.326;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-09;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-10;-0.551;0.963;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-11;0.094;1.137;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-12;-0.260;1.684;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-01;-2.671;1.678;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-02;-0.456;2.122;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-03;1.236;1.311;-0.163;0.798;NaN;NaN;NaN;NaN;NaN;NaN
1753-04;0.427;1.660;-0.133;0.806;NaN;NaN;NaN;NaN;NaN;NaN
1753-05;0.234;0.677;-0.286;0.797;NaN;NaN;NaN;NaN;NaN;NaN
1753-06;1.059;1.604;-0.358;0.892;NaN;NaN;NaN;NaN;NaN;NaN
1753-07;0.297;1.475;-0.205;0.993;NaN;NaN;NaN;NaN;NaN;NaN
1753-08;-1.120;1.116;-0.315;0.957;NaN;NaN;NaN;NaN;NaN;NaN
1753-09;-0.247;0.830;-0.713;0.904;NaN;NaN;NaN;NaN;NaN;NaN
1753-10;-0.191;0.917;-0.803;0.973;NaN;NaN;NaN;NaN;NaN;NaN
1753-11;-1.741;0.985;-0.724;1.003;NaN;NaN;NaN;NaN;NaN;NaN
1753-12;-1.127;4.237;-0.805;0.969;NaN;NaN;NaN;NaN;NaN;NaN
1754-01;-0.828;1.801;-0.924;0.966;NaN;NaN;NaN;NaN;NaN;NaN
1754-02;-1.776;1.946;-0.826;1.062;NaN;NaN;NaN;NaN;NaN;NaN
1754-03;-3.544;0.717;-0.874;1.133;NaN;NaN;NaN;NaN;NaN;NaN
1754-04;-0.654;1.164;-0.813;1.139;NaN;NaN;NaN;NaN;NaN;NaN
1754-05;1.182;0.892;-0.636;1.197;NaN;NaN;NaN;NaN;NaN;NaN
1754-06;0.088;1.236;-0.578;0.960;NaN;NaN;NaN;NaN;NaN;NaN
1754-07;-1.135;1.673;-0.889;0.924;NaN;NaN;NaN;NaN;NaN;NaN
1754-08;0.058;1.353;-1.108;0.983;NaN;NaN;NaN;NaN;NaN;NaN
1754-09;-0.816;1.396;-0.924;0.944;NaN;NaN;NaN;NaN;NaN;NaN
1754-10;0.538;1.034;-0.611;1.002;NaN;NaN;NaN;NaN;NaN;NaN
1754-11;0.382;2.229;-0.732;0.913;NaN;NaN;NaN;NaN;NaN;NaN
1754-12;-0.431;1.262;-0.541;0.917;NaN;NaN;NaN;NaN;NaN;NaN
1755-01;-4.563;1.695;-0.415;0.986;NaN;NaN;NaN;NaN;NaN;NaN
1755-02;-4.399;2.429;-0.527;0.923;NaN;NaN;NaN;NaN;NaN;NaN
1755-03;-1.336;1.327;-0.586;0.893;-0.323;0.613;NaN;NaN;NaN;NaN
1755-04;3.101;1.519;-0.708;0.826;-0.383;0.586;NaN;NaN;NaN;NaN
1755-05;-0.271;0.974;-0.807;0.946;-0.380;0.601;NaN;NaN;NaN;NaN
1755-06;2.378;2.009;-0.736;0.850;-0.408;0.582;NaN;NaN;NaN;NaN
1755-07;0.377;2.721;-0.174;0.944;-0.427;0.575;NaN;NaN;NaN;NaN
1755-08;-1.282;1.244;0.323;0.854;-0.434;0.579;NaN;NaN;NaN;NaN
1755-09;-1.521;0.912;0.456;0.781;-0.457;0.588;NaN;NaN;NaN;NaN
1755-10;-0.929;0.602;0.096;0.724;-0.482;0.585;NaN;NaN;NaN;NaN
1755-11;-0.812;2.773;0.054;0.689;-0.454;0.611;NaN;NaN;NaN;NaN
1755-12;0.420;1.618;0.022;0.699;-0.453;0.626;NaN;NaN;NaN;NaN
1756-01;2.187;2.331;0.075;0.812;-0.492;0.617;NaN;NaN;NaN;NaN
1756-02;1.567;5.261;0.146;0.768;-0.470;0.636;NaN;NaN;NaN;NaN
1756-03;0.262;2.976;0.319;0.834;-0.502;0.617;NaN;NaN;NaN;NaN
1756-04;-1.224;2.472;0.332;0.904;-0.538;0.607;NaN;NaN;NaN;NaN
1756-05;-0.769;5.838;0.198;0.949;-0.522;0.594;NaN;NaN;NaN;NaN
1756-06;1.986;2.234;-0.083;0.907;-0.501;0.601;NaN;NaN;NaN;NaN
1756-07;1.013;8.133;-0.480;0.835;-0.454;0.613;NaN;NaN;NaN;NaN
1756-08;-0.429;3.020;-0.623;0.839;-0.396;0.617;NaN;NaN;NaN;NaN
1756-09;0.552;1.217;-0.654;0.849;-0.323;0.638;NaN;NaN;NaN;NaN
1756-10;-0.768;10.687;-0.476;0.839;-0.308;0.648;NaN;NaN;NaN;NaN
1756-11;-2.415;0.832;-0.400;0.902;-0.335;0.650;NaN;NaN;NaN;NaN
1756-12;-2.957;1.584;-0.458;0.809;-0.326;0.636;NaN;NaN;NaN;NaN
1757-01;-2.571;1.722;-0.241;0.821;-0.269;0.655;NaN;NaN;NaN;NaN
1757-02;-0.156;4.173;-0.135;0.863;-0.266;0.652;NaN;NaN;NaN;NaN
1757-03;-0.108;4.730;-0.311;0.757;-0.260;0.652;NaN;NaN;NaN;NaN
1757-04;0.913;1.000;-0.595;0.704;-0.264;0.662;NaN;NaN;NaN;NaN
1757-05;0.147;1.283;-0.370;0.721;-0.332;0.667;NaN;NaN;NaN;NaN
1757-06;1.279;1.838;-0.284;0.665;-0.381;0.662;NaN;NaN;NaN;NaN
1757-07;3.618;3.435;-0.388;1.382;-0.338;0.694;NaN;NaN;NaN;NaN
1757-08;0.842;5.087;-0.449;0.837;-0.285;0.713;NaN;NaN;NaN;NaN
1757-09;-1.561;6.426;-0.448;0.602;-0.284;0.727;-0.270;0.859;NaN;NaN
1757-10;-4.166;7.714;-0.617;0.535;-0.320;0.734;-0.291;0.856;NaN;NaN
1757-11;0.286;8.798;-0.469;0.793;-0.304;0.748;-0.306;0.862;NaN;NaN
1757-12;-1.929;1.389;-0.484;1.167;-0.324;0.746;-0.337;0.846;NaN;NaN
1758-01;-3.825;7.474;-0.955;1.706;-0.325;0.758;-0.361;0.816;NaN;NaN
1758-02;-0.890;4.561;-1.008;2.687;-0.312;0.773;-0.338;0.832;NaN;NaN
1758-03;-0.092;1.707;-1.056;3.392;-0.279;0.794;-0.361;0.827;NaN;NaN
1758-04;-1.118;3.263;-0.905;2.843;-0.269;0.826;-0.372;0.820;NaN;NaN
1758-05;1.929;7.424;-0.997;0.872;-0.256;0.829;-0.383;0.829;NaN;NaN
1758-06;1.093;4.737;-0.822;0.948;-0.223;0.886;-0.394;0.831;NaN;NaN
1758-07;-2.029;5.001;-0.339;1.010;-0.279;0.867;-0.395;0.829;NaN;NaN
1758-08;0.202;7.548;-0.125;0.937;-0.276;0.904;-0.378;0.833;NaN;NaN
1758-09;-2.130;3.078;-0.047;0.981;-0.246;0.925;-0.389;0.825;NaN;NaN
1758-10;-2.351;0.965;0.069;1.092;-0.225;0.955;-0.410;0.807;NaN;NaN
1758-11;-0.827;1.636;-0.131;0.940;-0.181;1.008;-0.404;0.819;NaN;NaN
1758-12;0.180;1.629;-0.167;0.785;-0.192;1.016;-0.382;0.845;NaN;NaN
1759-01;1.970;1.976;0.191;0.849;-0.208;1.011;-0.352;0.875;NaN;NaN
1759-02;1.675;6.556;0.196;0.762;-0.178;1.007;-0.316;0.891;NaN;NaN
1759-03;0.838;4.546;0.333;0.786;-0.168;1.009;-0.301;0.887;NaN;NaN
1759-04;0.282;5.080;0.553;0.803;-0.203;1.015;-0.301;0.889;NaN;NaN
1759-05;-0.477;4.763;0.316;4.145;-0.174;1.029;-0.293;0.894;NaN;NaN
1759-06;0.662;4.805;0.019;0.793;-0.188;1.021;-0.301;0.892;NaN;NaN
1759-07;2.269;5.431;-0.308;0.825;-0.124;1.076;-0.280;0.914;NaN;NaN
1759-08;0.257;1.184;-0.551;0.866;-0.133;1.113;-0.292;0.920;NaN;NaN
1759-09;-0.479;3.140;-0.725;0.868;-0.182;1.097;-0.305;0.904;NaN;NaN
1759-10;0.284;7.301;-0.672;0.809;-0.151;1.101;-0.329;0.911;NaN;NaN
1759-11;-3.663;7.989;-0.573;0.921;-0.127;1.139;-0.344;0.936;NaN;NaN
1759-12;-3.385;3.176;-0.532;1.093;-0.143;1.183;-0.348;0.950;NaN;NaN
1760-01;-1.961;5.660;-0.694;1.104;-0.188;1.178;-0.297;0.926;NaN;NaN
1760-02;-1.233;10.298;-0.757;1.216;-0.227;1.159;-0.291;0.925;NaN;NaN
1760-03;-1.254;3.456;-0.681;1.411;-0.217;1.182;-0.267;0.939;NaN;NaN
1760-04;0.916;0.981;-0.731;1.499;-0.199;1.203;-0.288;0.944;NaN;NaN
1760-05;0.707;2.653;-0.426;1.614;-0.231;1.199;-0.291;0.950;NaN;NaN
1760-06;1.156;1.494;0.056;2.069;-0.266;1.184;-0.307;0.970;NaN;NaN
1760-07;0.322;1.523;0.119;1.845;-0.295;1.134;-0.325;0.972;NaN;NaN
1760-08;-0.497;7.346;0.367;1.869;-0.243;1.150;-0.311;0.996;NaN;NaN
1760-09;0.435;2.051;0.646;1.822;-0.265;1.128;-0.309;0.995;NaN;NaN
1760-10;-0.317;1.819;0.572;1.890;-0.261;1.129;-0.303;1.010;NaN;NaN
1760-11;-0.007;8.122;0.667;1.851;-0.312;1.112;-0.305;1.003;NaN;NaN
1760-12;2.406;4.637;0.683;1.926;-0.334;1.093;-0.326;1.006;NaN;NaN
1761-01;-1.201;1.599;0.660;1.851;-0.298;1.096;-0.374;1.006;NaN;NaN
1761-02;1.740;3.561;0.815;1.746;-0.286;1.087;-0.404;1.019;NaN;NaN
1761-03;2.089;1.734;0.875;1.664;-0.276;1.095;-0.409;1.025;NaN;NaN
1761-04;0.036;1.576;0.662;1.581;-0.283;1.067;-0.385;1.051;NaN;NaN
1761-05;1.837;2.730;0.604;1.521;-0.287;1.106;-0.372;1.092;NaN;NaN
1761-06;1.352;2.702;0.090;1.082;-0.264;1.136;-0.388;1.081;NaN;NaN
1761-07;0.052;1.105;0.294;1.496;-0.249;1.184;-0.401;1.089;NaN;NaN
1761-08;1.359;3.084;0.094;1.510;-0.236;1.212;-0.399;1.104;NaN;NaN
1761-09;1.151;3.035;-0.335;1.465;-0.279;1.180;-0.404;1.118;NaN;NaN
1761-10;-2.872;2.909;-0.109;1.480;-0.294;1.174;-0.409;1.117;NaN;NaN
1761-11;-0.695;11.208;-0.130;1.592;-0.251;1.184;-0.395;1.082;NaN;NaN
1761-12;-3.771;1.581;-0.216;1.653;-0.276;1.201;-0.390;1.062;NaN;NaN
1762-01;1.253;10.268;-0.145;1.703;-0.291;1.230;-0.429;1.073;NaN;NaN
1762-02;-0.658;2.821;-0.381;1.661;-0.318;1.252;-0.404;1.088;NaN;NaN
1762-03;-3.061;7.176;-0.554;1.539;-0.350;1.232;-0.406;1.061;NaN;NaN
1762-04;2.744;2.869;-0.572;1.513;-0.394;1.235;-0.428;1.078;NaN;NaN
1762-05;1.585;5.123;-0.654;1.526;-0.355;1.281;-0.441;1.076;NaN;NaN
1762-06;0.325;3.481;-0.675;1.490;-0.315;1.335;-0.463;1.092;NaN;NaN
1762-07;0.907;4.271;-1.240;0.826;-0.256;1.270;-0.498;1.090;NaN;NaN
1762-08;-1.473;4.029;-0.999;0.758;-0.298;1.232;-0.504;1.105;NaN;NaN
1762-09;-0.934;3.275;-0.862;0.679;-0.251;1.239;-0.493;1.120;-0.536;0.774
1762-10;-3.090;7.000;-1.167;0.575;-0.256;1.249;-0.466;1.120;-0.530;0.781
1762-11;-1.673;1.688;-1.391;0.512;-0.279;1.234;-0.455;1.103;-0.524;0.782
1762-12;-4.030;2.239;-1.440;2.895;-0.290;1.279;-0.464;1.105;-0.521;0.789
1763-01;-5.521;8.180;-1.502;2.675;-0.324;1.293;-0.468;1.122;-0.502;0.795
1763-02;2.234;8.247;-1.303;3.404;-0.311;1.329;-0.466;1.146;-0.507;0.799
1763-03;-1.415;3.880;-1.353;2.668;-0.338;1.306;-0.484;1.131;-0.515;0.803
1763-04;-0.920;4.740;-1.325;3.186;-0.336;1.300;-0.478;1.148;-0.516;0.812
1763-05;-1.099;5.686;-1.273;2.918;-0.355;1.288;-0.491;1.145;-0.514;0.814
1763-06;-0.262;7.337;-0.811;2.900;-0.430;1.223;-0.504;1.139;-0.520;0.817
1763-07;0.161;1.743;-0.112;2.456;-0.469;1.233;-0.486;1.141;-0.525;0.822
1763-08;0.915;4.915;-0.094;1.984;-0.533;1.210;-0.489;1.130;-0.520;0.831
1763-09;-1.537;5.800;-0.119;1.924;-0.573;1.198;-0.486;1.139;-0.519;0.835
1763-10;-2.754;1.501;-0.093;2.225;-0.546;1.226;-0.479;1.128;-0.515;0.834
1763-11;-1.050;4.453;0.171;1.307;-0.563;1.249;-0.474;1.158;-0.507;0.843
1763-12;1.515;3.561;0.127;1.236;-0.584;1.209;-0.480;1.201;-0.495;0.843
1764-01;2.865;4.217;0.225;1.443;-0.593;1.224;-0.491;0.792;-0.496;0.851
1764-02;2.452;3.090;0.038;1.410;-0.619;1.253;-0.508;0.806;-0.487;0.859
1764-03;-1.712;3.044;-0.035;1.437;-0.641;1.279;-0.522;0.812;-0.466;0.865
1764-04;-0.612;8.266;-0.004;1.573;-0.615;1.267;-0.522;0.821;-0.457;0.869
1764-05;2.075;1.447;-0.027;1.635;-0.615;1.189;-0.521;0.830;-0.460;0.870
1764-06;-0.798;6.026;-0.232;1.581;-0.593;1.172;-0.537;0.834;-0.457;0.874
1764-07;1.336;5.452;-0.344;1.526;-0.734;1.110;-0.556;0.832;-0.455;0.878
1764-08;-1.325;1.102;-0.859;1.172;-0.674;1.111;-0.567;0.833;-0.453;0.885
1764-09;-2.418;5.682;-0.584;1.271;-0.630;1.088;-0.569;0.831;-0.456;0.891
1764-10;-2.378;3.218;-0.482;1.290;-0.705;1.110;-0.612;0.836;-0.463;0.893
1764-11;-1.325;4.543;-0.712;1.143;-0.754;1.086;-0.583;0.844;-0.485;0.901
1764-12;-0.950;4.084;-0.604;1.518;-0.783;1.073;-0.557;0.844;-0.495;0.902
1765-01;1.529;11.176;-0.859;1.610;-0.807;1.072;-0.550;0.840;-0.476;0.908
1765-02;-3.727;4.042;-0.724;1.743;-0.781;1.130;-0.548;0.863;-0.445;0.914
1765-03;1.587;3.331;-0.624;1.736;-0.769;1.153;-0.563;0.889;-0.435;0.917
1765-04;0.604;1.840;-0.440;1.801;-0.734;1.143;-0.589;0.915;-0.451;0.923
1765-05;-0.685;1.632;-0.423;1.766;-0.679;1.139;-0.594;0.925;-0.452;0.930
1765-06;0.508;4.917;-0.519;1.728;-0.662;1.163;-0.613;0.947;-0.452;0.930
1765-07;-1.731;5.498;-0.941;1.754;-0.642;1.235;-0.624;0.944;-0.449;0.933
1765-08;0.295;3.261;-0.805;1.856;-0.690;1.270;-0.617;0.945;-0.440;0.936
