x% This file contains an extracted local summary of land-surface
% temperature results produced by the Berkeley Earth averaging
% method for the location:
%
%    50.63 N, 8.87 E
%
% The Berkeley Earth method takes temperature observations from a large
% collection of weather monitoring stations and produces an estimate of
% the underlying global temperature field across all of the Earth's
% land areas.  Once this temperature field has been generated, it is
% possible to estimate the temperature evolution of individual locations
% simply by sampling the field at the locaiton in question.  This
% file contains such a local estimate.
%
% Temperatures are in Celsius and reported as anomalies relative to the
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence
% interval for statistical noise and spatial undersampling effects.  Such
% uncertainties are expected to account for the effects of random
% noise as well as random biases affecting station trends and random
% shifts in station baselines.  The analysis framework is expected to be
% robust against most forms of bias; however, the impact of some forms of
% possible systematic bias is still being studied.
%
% The current dataset presented here is described as:
%
%   Berkeley Earth analysis for mean temperature on complete dataset
%
%
% This analysis was run on 06-Jan-2021 15:35:34
%
% Global results are based on 50564 time series
%   with 20694236 data points
%
% The current location is characterized by:
%%   Location: 50.63 N, 8.87 E
%%   Country: Germany
%%   Nearby Cities: Frankfurt, Wiesbaden, Kassel, Mainz, Darmstadt, Offenbach
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 429
%%   Temperature obeservations within 200 km: 230497
%
% Note that all results reported here are derived from the full field
% analysis and may use information from stations a great distance from the
% target location when more local sources are not available.  In general,
% the temperature anomaly field has significant correlation extending over
% greater than 1000 km, which allows even distant stations to provide some
% insight at times when local coverage may be lacking.
%
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 8.06 +/- 0.24
%
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%      -0.87   0.28   3.67   7.43  11.83  15.24  16.73  16.35  13.36   8.60   3.69   0.42
%% +/-   0.29   0.26   0.28   0.29   0.27   0.27   0.28   0.26   0.27   0.28   0.28   0.29
%
% For each month, we report the estimated land-surface anomaly for that
% month and its uncertainty.  We also report the corresponding values for
% year, five-year, ten-year, and twenty-year moving averages CENTERED about
% that month (rounding down if the center is in between months).  For example,
% the annual average from January to December 1950 is reported at June 1950.
%
% Values are reported as missing (i.e. NaN) when station coverage near
% this location becomes too low.  Time averages over intervals with some
% missing data will be reported as long as at least 75% of the necessary
% values are available.
%
Year-Month;Anomaly_Month;Err_Month;Anomaly_Year;Err_Year;Anomaly_Five;Err_Five;Anomaly_Ten;Err_Ten;Anomaly_Twenty;Err_Twenty
1801-08;0.042;2.131;0.108;1.371;-0.286;0.412;-0.350;0.396;-0.168;0.524
1801-09;1.147;1.618;-0.010;1.410;-0.295;0.404;-0.361;0.423;-0.164;0.517
1801-10;0.936;5.243;0.037;1.706;-0.274;0.435;-0.360;0.437;-0.151;0.536
1801-11;0.572;1.726;-0.174;1.794;-0.223;0.438;-0.335;0.443;-0.136;0.551
1801-12;0.419;3.478;-0.002;1.396;-0.195;0.469;-0.269;0.446;-0.137;0.541
1802-01;-4.143;4.476;-0.084;1.261;-0.183;0.459;-0.278;0.495;-0.148;0.565
1802-02;-0.121;4.838;0.117;1.300;-0.192;0.495;-0.272;0.476;-0.138;0.592
1802-03;0.029;3.018;0.018;1.156;-0.167;0.515;-0.293;0.446;-0.146;0.602
1802-04;1.062;3.662;0.055;0.856;-0.148;0.493;-0.318;0.432;-0.169;0.620
1802-05;-0.286;3.873;-0.014;0.623;-0.171;0.423;-0.320;0.412;-0.161;0.625
1802-06;0.562;3.002;-0.025;0.688;-0.140;0.353;-0.311;0.400;-0.162;0.634
1802-07;-1.232;2.084;-0.025;0.493;-0.204;0.375;-0.311;0.384;-0.174;0.636
1802-08;2.460;2.895;-0.274;0.572;-0.187;0.366;-0.285;0.364;-0.182;0.631
1802-09;-0.040;1.593;-0.393;0.481;-0.142;0.381;-0.307;0.318;-0.180;0.612
1802-10;1.373;3.099;-0.287;0.565;-0.242;0.365;-0.295;0.307;-0.177;0.626
1802-11;-0.254;2.838;-0.420;0.648;-0.321;0.362;-0.298;0.285;-0.185;0.644
1802-12;0.294;1.296;-0.540;0.548;-0.310;0.321;-0.321;0.275;-0.212;0.635
1803-01;-4.146;2.685;-0.301;0.610;-0.330;0.317;-0.323;0.285;-0.215;0.629
1803-02;-3.109;4.576;-0.411;0.650;-0.379;0.322;-0.350;0.255;-0.215;0.621
1803-03;-1.398;4.074;-0.622;0.722;-0.383;0.329;-0.385;0.251;-0.217;0.623
1803-04;2.335;1.926;-0.872;0.531;-0.431;0.288;-0.418;0.263;-0.205;0.607
1803-05;-1.885;2.809;-0.879;0.627;-0.507;0.213;-0.405;0.263;-0.199;0.590
1803-06;-0.874;0.800;-0.879;0.791;-0.507;0.247;-0.424;0.281;-0.199;0.598
1803-07;1.637;2.837;-0.263;0.869;-0.489;0.279;-0.409;0.285;-0.214;0.589
1803-08;1.136;3.211;-0.136;1.001;-0.451;0.280;-0.404;0.272;-0.227;0.589
1803-09;-2.577;1.687;-0.222;0.818;-0.479;0.289;-0.412;0.296;-0.226;0.594
1803-10;-1.620;4.371;-0.486;0.832;-0.529;0.295;-0.431;0.317;-0.237;0.603
1803-11;-0.338;2.217;-0.179;0.811;-0.521;0.327;-0.432;0.325;-0.243;0.587
1803-12;0.288;2.695;-0.067;0.885;-0.510;0.319;-0.441;0.323;-0.256;0.581
1804-01;3.245;6.529;-0.212;0.711;-0.516;0.293;-0.412;0.319;-0.272;0.581
1804-02;-1.582;2.241;-0.347;0.763;-0.521;0.288;-0.378;0.330;-0.309;0.556
1804-03;-2.424;2.994;-0.065;1.082;-0.536;0.293;-0.369;0.303;-0.336;0.549
1804-04;-0.843;1.460;0.070;0.889;-0.569;0.333;-0.381;0.315;-0.344;0.559
1804-05;1.810;2.572;-0.042;0.720;-0.553;0.351;-0.357;0.324;-0.355;0.563
1804-06;0.463;1.951;-0.392;0.799;-0.485;0.387;-0.355;0.317;-0.369;0.572
1804-07;-0.103;1.795;-0.982;0.858;-0.422;0.457;-0.351;0.318;-0.380;0.588
1804-08;-0.485;2.533;-0.963;0.911;-0.399;0.492;-0.351;0.320;-0.382;0.595
1804-09;0.803;4.143;-0.878;0.753;-0.458;0.554;-0.350;0.325;-0.383;0.597
1804-10;0.005;1.387;-0.924;0.900;-0.497;0.619;-0.357;0.352;-0.389;0.596
1804-11;-1.683;5.301;-1.217;0.890;-0.463;0.631;-0.371;0.363;-0.389;0.590
1804-12;-3.914;5.467;-1.406;1.088;-0.481;0.623;-0.314;0.354;-0.371;0.610
1805-01;-3.828;1.933;-1.511;1.093;-0.419;0.610;-0.348;0.365;-0.354;0.605
1805-02;-1.356;1.978;-1.585;1.109;-0.390;0.622;-0.352;0.387;-0.342;0.598
1805-03;-1.400;1.390;-1.629;1.059;-0.425;0.596;-0.314;0.402;-0.329;0.592
1805-04;-1.404;2.826;-1.954;1.201;-0.437;0.581;-0.358;0.414;-0.337;0.578
1805-05;-1.705;1.957;-2.116;0.962;-0.427;0.561;-0.388;0.422;-0.332;0.576
1805-06;-1.806;2.547;-1.840;0.755;-0.445;0.573;-0.378;0.434;-0.337;0.587
1805-07;-1.354;1.933;-1.280;0.872;-0.377;0.610;-0.380;0.465;-0.339;0.579
1805-08;-1.378;2.546;-0.991;0.989;-0.349;0.571;-0.395;0.470;-0.347;0.576
1805-09;0.279;4.546;-0.895;1.078;-0.404;0.613;-0.384;0.485;-0.357;0.580
1805-10;-3.896;3.075;-0.987;1.022;-0.482;0.652;-0.383;0.488;-0.372;0.584
1805-11;-3.632;4.334;-0.616;1.080;-0.400;0.673;-0.389;0.508;-0.377;0.580
1805-12;-0.595;2.561;-0.537;1.002;-0.398;0.707;-0.375;0.509;-0.400;0.565
1806-01;2.882;3.735;-0.474;1.001;-0.388;0.712;-0.429;0.507;-0.423;0.551
1806-02;2.112;2.633;-0.377;1.031;-0.380;0.682;-0.422;0.527;-0.439;0.547
1806-03;-0.247;1.810;-0.381;1.149;-0.344;0.701;-0.417;0.525;-0.432;0.552
1806-04;-2.500;3.765;-0.144;1.224;-0.358;0.775;-0.409;0.529;-0.431;0.545
1806-05;2.745;1.996;0.285;1.225;-0.371;0.798;-0.397;0.535;-0.439;0.546
1806-06;-0.860;1.736;0.710;1.304;-0.468;0.788;-0.364;0.564;-0.448;0.542
1806-07;-0.594;2.061;0.442;1.478;-0.549;0.805;-0.350;0.590;-0.457;0.539
1806-08;-0.219;2.368;0.369;1.331;-0.471;0.814;-0.351;0.599;-0.469;0.534
1806-09;0.227;4.884;0.095;1.310;-0.442;0.807;-0.361;0.626;-0.483;0.530
1806-10;-1.050;1.977;0.199;1.577;-0.489;0.837;-0.349;0.657;-0.482;0.520
1806-11;1.524;2.597;0.118;1.726;-0.491;0.840;-0.344;0.667;-0.489;0.502
1806-12;4.497;3.320;0.143;1.773;-0.516;0.849;-0.348;0.682;-0.479;0.496
1807-01;-0.331;4.767;0.403;1.616;-0.520;0.867;-0.338;0.717;-0.472;0.491
1807-02;1.238;1.237;0.768;1.650;-0.509;0.897;-0.327;0.731;-0.464;0.490
1807-03;-3.534;3.344;0.573;1.357;-0.532;0.948;-0.339;0.734;-0.464;0.483
1807-04;-1.259;2.801;0.713;1.230;-0.566;0.981;-0.376;0.748;-0.487;0.484
1807-05;1.783;1.906;0.617;0.977;-0.571;0.972;-0.363;0.737;-0.499;0.476
1807-06;-0.562;2.885;0.175;1.004;-0.487;0.941;-0.372;0.729;-0.487;0.473
1807-07;2.520;1.374;0.198;0.986;-0.491;0.976;-0.377;0.736;-0.503;0.471
1807-08;4.163;2.314;-0.025;1.001;-0.517;0.979;-0.402;0.739;-0.513;0.458
1807-09;-2.108;1.503;-0.120;1.016;-0.486;1.015;-0.411;0.740;-0.510;0.448
1807-10;0.632;0.767;-0.212;0.960;-0.473;1.056;-0.419;0.744;-0.524;0.446
1807-11;0.360;1.799;-0.107;1.020;-0.455;1.073;-0.440;0.737;-0.521;0.446
1807-12;-0.805;1.574;-0.121;1.014;-0.447;1.090;-0.494;0.737;-0.535;0.442
1808-01;-0.051;8.950;-0.147;1.161;-0.431;1.155;-0.484;0.745;-0.529;0.443
1808-02;-1.441;2.522;-0.358;1.075;-0.411;1.183;-0.439;0.757;-0.537;0.446
1808-03;-4.672;5.385;-0.216;1.053;-0.385;1.225;-0.432;0.756;-0.534;0.449
1808-04;-2.361;1.958;-0.476;1.195;-0.336;1.203;-0.440;0.767;-0.535;0.507
1808-05;3.041;3.759;-0.600;1.360;-0.271;1.157;-0.416;0.766;-0.542;0.504
1808-06;-0.734;2.570;-0.995;1.300;-0.244;1.188;-0.419;0.770;-0.542;0.503
1808-07;2.210;2.502;-1.122;1.514;-0.369;1.214;-0.442;0.764;-0.541;0.505
1808-08;1.629;1.318;-0.743;1.469;-0.394;1.225;-0.465;0.763;-0.549;0.506
1808-09;-0.406;2.682;-0.413;1.457;-0.356;1.203;-0.455;0.769;-0.553;0.511
1808-10;-2.478;4.239;-0.520;1.566;-0.289;1.200;-0.453;0.809;-0.556;0.518
1808-11;-1.137;2.113;-0.635;1.694;-0.273;1.239;-0.460;0.831;-0.548;0.515
1808-12;-5.541;3.298;-0.658;1.794;-0.217;1.261;-0.473;0.856;-0.542;0.516
1809-01;-1.576;4.914;-0.870;2.064;-0.183;1.283;-0.531;0.875;-0.516;0.516
1809-02;3.109;3.529;-0.992;2.251;-0.181;1.328;-0.562;0.860;-0.507;0.524
1809-03;-0.707;4.235;-1.009;2.419;-0.186;1.366;-0.570;0.844;-0.498;0.517
1809-04;-3.650;4.879;-0.972;2.351;-0.128;1.359;-0.548;0.854;-0.483;0.524
1809-05;1.665;3.488;-1.041;2.522;-0.136;1.339;-0.578;0.845;-0.473;0.534
1809-06;-1.012;2.040;-0.486;2.369;-0.211;1.405;-0.599;0.835;-0.465;0.526
1809-07;-0.342;3.792;-0.691;2.233;-0.254;1.395;-0.592;0.828;-0.456;0.526
1809-08;0.168;2.710;-1.196;2.265;-0.255;1.397;-0.596;0.824;-0.451;0.523
1809-09;-0.603;2.352;-1.098;2.215;-0.219;1.390;-0.619;0.843;-0.447;0.519
1809-10;-2.041;5.110;-0.845;2.227;-0.254;1.363;-0.636;0.867;-0.448;0.516
1809-11;-1.963;4.116;-1.035;2.195;-0.263;1.349;-0.619;0.895;-0.455;0.514
1809-12;1.119;2.880;-1.061;2.267;-0.264;1.326;-0.574;0.910;-0.438;0.508
1810-01;-4.041;3.520;-1.064;2.359;-0.334;1.329;-0.575;0.925;-0.455;0.504
1810-02;-2.946;5.010;-1.098;2.268;-0.414;1.351;-0.545;0.938;-0.445;0.495
1810-03;0.474;3.176;-0.892;2.280;-0.397;1.341;-0.515;0.927;-0.437;0.496
1810-04;-0.619;2.639;-0.800;2.152;-0.400;1.346;-0.498;0.933;-0.448;0.491
1810-05;-0.611;3.133;-0.618;2.211;-0.453;1.368;-0.474;0.940;-0.455;0.490
1810-06;-1.323;3.513;-0.621;2.196;-0.543;1.380;-0.461;0.945;-0.455;0.493
1810-07;-0.388;3.544;-0.672;1.955;-0.591;1.423;-0.467;0.965;-0.458;0.500
1810-08;-0.233;2.787;-0.373;1.919;-0.528;1.407;-0.466;0.985;-0.459;0.506
1810-09;1.866;2.953;-0.243;1.708;-0.459;1.356;-0.477;0.998;-0.469;0.514
1810-10;-0.937;3.076;-0.064;1.643;-0.397;1.345;-0.448;0.988;-0.471;0.517
1810-11;0.225;5.370;0.293;1.685;-0.433;1.304;-0.439;0.980;-0.490;0.523
1810-12;1.077;4.630;0.610;1.603;-0.440;1.314;-0.453;0.985;-0.497;0.520
1811-01;-4.648;1.006;0.765;1.653;-0.495;1.321;-0.477;0.989;-0.502;0.517
1811-02;0.645;3.731;0.778;1.715;-0.550;1.329;-0.513;1.009;-0.511;0.514
1811-03;2.035;5.654;0.612;1.761;-0.567;1.364;-0.522;1.029;-0.518;0.508
1811-04;1.520;1.626;0.893;1.558;-0.548;1.372;-0.502;1.019;-0.510;0.507
1811-05;3.678;2.686;0.964;1.465;-0.548;1.382;-0.542;1.022;-0.525;0.507
1811-06;2.484;2.865;0.875;1.799;-0.477;1.396;-0.556;1.019;-0.530;0.530
1811-07;1.469;4.090;1.018;1.756;-0.513;1.375;-0.569;1.014;-0.539;0.536
1811-08;-0.082;4.225;1.063;1.553;-0.653;1.333;-0.588;1.022;-0.540;0.533
1811-09;-0.121;4.750;0.778;1.626;-0.698;1.284;-0.604;1.016;-0.542;0.544
1811-10;2.431;4.970;0.370;1.673;-0.606;1.274;-0.604;0.990;-0.550;0.564
1811-11;1.086;1.972;0.169;1.495;-0.664;1.218;-0.643;0.945;-0.541;0.565
1811-12;0.002;4.022;-0.088;1.439;-0.682;1.206;-0.689;0.962;-0.529;0.573
1812-01;-2.925;7.564;-0.355;1.542;-0.664;1.177;-0.667;0.949;-0.505;0.597
1812-02;1.181;4.229;-0.398;1.718;-0.682;1.136;-0.656;0.965;-0.493;0.612
1812-03;-1.384;2.405;-0.479;1.558;-0.706;1.137;-0.635;0.966;-0.479;0.607
1812-04;-3.375;5.055;-0.645;1.367;-0.705;1.141;-0.657;0.965;-0.477;0.611
1812-05;1.261;0.966;-0.973;1.584;-0.666;1.146;-0.677;0.951;-0.466;0.602
1812-06;-0.601;1.528;-1.489;1.803;-0.660;1.210;-0.664;0.935;-0.456;0.595
1812-07;-1.726;2.769;-1.486;1.332;-0.660;1.183;-0.696;0.924;-0.448;0.594
1812-08;-0.601;2.009;-1.393;1.277;-0.573;1.194;-0.741;0.920;-0.460;0.592
1812-09;-1.098;5.923;-1.322;1.339;-0.544;1.145;-0.713;0.905;-0.463;0.590
1812-10;0.439;2.835;-0.926;1.038;-0.523;1.122;-0.753;0.899;-0.464;0.585
1812-11;-2.844;4.547;-0.956;0.993;-0.493;1.106;-0.744;0.904;-0.454;0.579
1812-12;-6.198;5.981;-1.004;0.951;-0.476;1.085;-0.750;0.907;-0.473;0.572
1813-01;-2.889;5.198;-0.952;1.143;-0.503;1.069;-0.735;0.940;-0.483;0.586
1813-02;2.304;2.091;-1.039;1.069;-0.521;1.062;-0.723;0.930;-0.466;0.594
1813-03;-0.540;3.761;-1.065;0.928;-0.569;1.031;-0.683;0.904;-0.460;0.597
1813-04;1.376;3.734;-1.217;1.033;-0.561;0.985;-0.651;1.006;-0.475;0.601
1813-05;0.910;7.599;-1.074;1.290;-0.607;0.992;-0.678;0.989;-0.461;0.596
1813-06;-1.186;2.196;-0.662;1.184;-0.662;0.984;-0.661;0.988;-0.463;0.589
1813-07;-1.096;1.797;-0.736;1.272;-0.585;0.946;-0.672;0.995;-0.475;0.577
1813-08;-1.647;1.597;-1.367;1.310;-0.633;0.969;-0.694;0.997;-0.477;0.571
1813-09;-1.407;3.973;-1.606;1.680;-0.689;1.005;-0.693;1.001;-0.468;0.566
1813-10;-1.385;2.166;-1.566;1.585;-0.716;0.976;-0.681;0.987;-0.466;0.586
1813-11;-1.128;2.617;-1.792;1.293;-0.811;0.937;-0.663;0.980;-0.468;0.586
1813-12;-1.252;4.062;-1.865;1.142;-0.894;0.895;-0.643;0.969;-0.462;0.598
1814-01;-3.778;5.083;-1.716;1.082;-0.956;0.867;-0.621;0.936;-0.474;0.604
1814-02;-5.274;2.670;-1.654;0.925;-0.996;0.842;-0.636;0.941;-0.463;0.588
1814-03;-3.410;4.777;-1.706;1.047;-1.022;0.812;-0.627;0.928;-0.459;0.584
1814-04;1.857;2.579;-1.756;1.085;-1.080;0.742;-0.585;0.897;-0.462;0.583
1814-05;-1.802;3.776;-1.632;1.251;-1.151;0.678;-0.588;0.893;-0.474;0.577
1814-06;-2.058;1.526;-1.404;1.539;-1.168;0.671;-0.574;0.890;-0.480;0.576
1814-07;0.699;3.746;-1.425;1.453;-1.081;0.674;-0.560;0.881;-0.481;0.576
1814-08;-0.913;2.971;-0.795;1.851;-1.057;0.690;-0.551;0.870;-0.481;0.579
1814-09;-2.031;2.178;-0.328;1.671;-1.051;0.702;-0.544;0.856;-0.481;0.591
1814-10;-1.978;4.873;-0.429;1.685;-1.059;0.728;-0.538;0.835;-0.481;0.589
1814-11;0.353;5.494;-0.178;1.785;-1.092;0.717;-0.538;0.818;-0.466;0.587
1814-12;1.494;5.584;-0.032;1.921;-1.064;0.717;-0.562;0.825;-0.434;0.571
1815-01;-4.038;1.527;-0.257;2.197;-1.057;0.726;-0.562;0.803;-0.413;0.572
1815-02;2.291;5.952;-0.290;2.349;-1.067;0.705;-0.538;0.797;-0.407;0.568
1815-03;2.189;4.784;-0.208;2.187;-1.029;0.682;-0.560;0.782;-0.412;0.574
1815-04;0.649;2.787;-0.078;1.750;-1.106;0.705;-0.537;0.767;-0.398;0.574
1815-05;1.206;2.112;-0.318;1.510;-1.035;0.729;-0.523;0.760;-0.389;0.572
1815-06;-0.303;2.777;-0.629;1.042;-0.956;0.737;-0.531;0.752;-0.383;0.563
1815-07;-1.998;3.717;-0.295;0.858;-0.880;0.750;-0.536;0.746;-0.376;0.575
1815-08;-1.318;2.171;-0.672;0.992;-0.918;0.785;-0.523;0.747;-0.369;0.586
1815-09;-1.038;1.038;-0.968;1.164;-0.907;0.782;-0.554;0.751;-0.366;0.600
1815-10;-0.427;3.669;-1.029;1.068;-0.906;0.861;-0.560;0.741;-0.351;0.596
1815-11;-2.525;3.557;-1.296;0.994;-0.924;0.864;-0.591;0.720;-0.332;0.572
1815-12;-2.232;2.066;-1.481;0.868;-0.882;0.857;-0.619;0.713;-0.316;0.579
1816-01;-0.031;4.482;-1.501;1.043;-0.849;0.854;-0.574;0.697;-0.353;0.596
1816-02;-2.238;4.209;-1.600;1.092;-0.837;0.842;-0.600;0.660;-0.356;0.604
1816-03;-1.361;3.763;-1.654;1.020;-0.819;0.829;-0.618;0.665;-0.353;0.606
1816-04;-0.085;2.495;-1.704;1.094;-0.814;0.813;-0.610;0.659;-0.343;0.599
1816-05;-1.994;1.887;-1.759;1.606;-0.778;0.791;-0.652;0.656;-0.358;0.601
1816-06;-2.528;2.423;-1.657;1.586;-0.809;0.789;-0.696;0.668;-0.351;0.592
1816-07;-2.230;2.519;-1.463;2.089;-0.728;0.769;-0.728;0.663;-0.339;0.593
1816-08;-2.508;1.627;-1.056;1.950;-0.619;0.804;-0.729;0.658;-0.326;0.604
1816-09;-1.689;1.773;-1.030;1.973;-0.556;0.850;-0.724;0.669;-0.325;0.604
1816-10;-1.024;7.632;-1.345;1.869;-0.563;0.825;-0.751;0.651;-0.317;0.597
1816-11;-3.184;7.365;-1.238;1.941;-0.512;0.867;-0.737;0.634;-0.328;0.594
1816-12;-1.013;3.191;-0.938;1.893;-0.466;0.876;-0.710;0.630;-0.343;0.602
1817-01;2.295;5.847;-0.861;2.118;-0.456;0.858;-0.673;0.622;-0.354;0.601
1817-02;2.645;5.788;-0.753;2.111;-0.420;0.855;-0.658;0.610;-0.387;0.597
1817-03;-1.049;3.868;-0.514;2.293;-0.381;0.816;-0.619;0.582;-0.369;0.585
1817-04;-3.862;2.554;-0.776;2.107;-0.371;0.766;-0.578;0.566;-0.355;0.585
1817-05;-0.710;2.258;-0.390;1.771;-0.410;0.784;-0.568;0.563;-0.353;0.581
1817-06;1.074;1.693;-0.427;1.973;-0.464;0.797;-0.539;0.561;-0.348;0.567
1817-07;-1.306;3.789;-0.480;1.765;-0.464;0.804;-0.520;0.557;-0.353;0.560
1817-08;-1.218;1.645;-0.698;2.068;-0.503;0.876;-0.517;0.556;-0.373;0.565
1817-09;1.182;3.841;-0.603;2.006;-0.575;0.845;-0.516;0.545;-0.362;0.563
1817-10;-4.166;4.902;-0.160;1.338;-0.552;0.844;-0.509;0.529;-0.363;0.561
1817-11;1.442;2.403;-0.114;1.188;-0.552;0.855;-0.468;0.519;-0.377;0.560
1817-12;-1.458;4.914;-0.094;1.156;-0.587;0.855;-0.451;0.490;-0.360;0.567
1818-01;1.665;2.352;0.087;1.011;-0.570;0.904;-0.482;0.499;-0.356;0.590
1818-02;0.031;2.425;0.112;1.119;-0.526;0.908;-0.493;0.500;-0.351;0.582
1818-03;0.094;2.566;-0.014;0.999;-0.538;0.918;-0.489;0.497;-0.329;0.571
1818-04;1.454;1.507;0.246;0.900;-0.559;0.904;-0.511;0.483;-0.315;0.571
1818-05;-0.165;7.792;0.208;0.833;-0.576;0.884;-0.505;0.487;-0.324;0.568
1818-06;1.315;8.172;0.071;0.892;-0.576;0.867;-0.508;0.469;-0.318;0.574
1818-07;0.870;2.305;0.022;0.865;-0.564;0.842;-0.509;0.465;-0.324;0.574
1818-08;-0.924;2.499;0.128;0.867;-0.566;0.757;-0.488;0.458;-0.337;0.573
1818-09;-0.329;2.115;0.148;0.789;-0.547;0.745;-0.481;0.450;-0.336;0.572
1818-10;-1.041;5.646;0.150;1.089;-0.504;0.706;-0.479;0.436;-0.330;0.558
1818-11;0.977;2.980;0.267;0.884;-0.494;0.699;-0.476;0.417;-0.326;0.550
1818-12;-3.092;2.355;0.217;1.052;-0.497;0.714;-0.451;0.407;-0.296;0.529
1819-01;1.076;3.529;0.253;1.320;-0.499;0.721;-0.417;0.396;-0.311;0.506
1819-02;1.296;5.058;0.434;1.715;-0.462;0.727;-0.364;0.387;-0.339;0.501
1819-03;0.340;7.724;0.485;1.667;-0.425;0.741;-0.348;0.394;-0.343;0.488
1819-04;1.470;2.438;0.455;1.190;-0.421;0.723;-0.376;0.386;-0.326;0.474
1819-05;1.245;3.531;0.210;1.286;-0.323;0.669;-0.371;0.371;-0.333;0.465
1819-06;0.715;4.821;0.321;1.066;-0.252;0.632;-0.362;0.381;-0.332;0.464
1819-07;1.302;2.176;-0.102;0.817;-0.265;0.602;-0.370;0.375;-0.330;0.461
1819-08;1.248;3.139;-0.218;1.117;-0.260;0.544;-0.366;0.375;-0.338;0.454
1819-09;0.278;2.785;-0.423;0.864;-0.187;0.478;-0.342;0.376;-0.342;0.448
1819-10;-1.400;2.457;-0.375;0.921;-0.096;0.442;-0.326;0.354;-0.342;0.438
1819-11;-1.963;1.730;-0.381;0.830;-0.045;0.423;-0.313;0.343;-0.349;0.424
1819-12;-1.756;2.463;-0.637;0.802;-0.014;0.398;-0.295;0.324;-0.388;0.417
1820-01;-3.999;3.751;-0.828;0.883;0.017;0.371;-0.250;0.313;-0.400;0.396
1820-02;-0.094;3.326;-0.822;1.010;0.033;0.388;-0.269;0.328;-0.405;0.377
1820-03;-2.126;2.191;-0.994;1.190;-0.002;0.370;-0.308;0.322;-0.402;0.368
1820-04;2.051;2.084;-1.015;1.116;0.089;0.339;-0.299;0.327;-0.392;0.359
1820-05;1.177;1.327;-1.149;1.055;0.099;0.302;-0.305;0.328;-0.386;0.348
1820-06;-2.361;1.418;-1.186;0.886;0.054;0.258;-0.305;0.315;-0.384;0.337
1820-07;-0.985;1.750;-0.795;0.523;-0.084;0.224;-0.285;0.338;-0.380;0.320
1820-08;1.314;2.851;-0.988;0.307;-0.069;0.203;-0.272;0.355;-0.381;0.322
1820-09;-1.786;2.383;-0.828;0.433;-0.071;0.190;-0.254;0.361;-0.396;0.320
1820-10;-1.649;1.727;-0.792;0.383;-0.116;0.215;-0.254;0.349;-0.398;0.321
1820-11;-3.569;1.416;-1.002;0.303;-0.086;0.192;-0.224;0.331;-0.394;0.317
1820-12;-2.204;1.366;-1.035;0.347;-0.134;0.221;-0.180;0.333;-0.405;0.307
1821-01;0.690;3.346;-1.149;0.423;-0.169;0.238;-0.229;0.333;-0.396;0.311
1821-02;-2.411;5.042;-1.278;0.314;-0.139;0.274;-0.198;0.327;-0.396;0.324
1821-03;-0.200;3.613;-1.087;0.412;-0.143;0.280;-0.184;0.325;-0.400;0.348
1821-04;2.476;1.159;-1.017;0.416;-0.144;0.237;-0.183;0.313;-0.396;0.351
1821-05;-1.341;2.905;-0.492;0.547;-0.174;0.268;-0.174;0.309;-0.412;0.340
1821-06;-2.758;3.203;-0.038;0.554;-0.093;0.271;-0.147;0.299;-0.426;0.330
1821-07;-2.351;2.925;0.031;0.765;-0.105;0.235;-0.109;0.311;-0.429;0.320
1821-08;-0.240;1.346;0.476;0.944;-0.109;0.292;-0.064;0.323;-0.428;0.318
1821-09;0.511;2.031;0.768;1.044;-0.140;0.233;-0.046;0.316;-0.434;0.324
1821-10;-0.805;1.307;0.697;0.912;-0.190;0.259;-0.029;0.300;-0.431;0.316
1821-11;2.724;2.411;1.006;0.813;-0.230;0.287;-0.013;0.297;-0.438;0.316
1821-12;3.252;1.443;1.476;0.699;-0.258;0.240;0.003;0.281;-0.432;0.322
1822-01;1.515;2.639;1.720;0.654;-0.284;0.221;-0.040;0.271;-0.427;0.316
1822-02;2.931;2.377;1.720;0.699;-0.312;0.224;-0.118;0.247;-0.434;0.311
1822-03;3.303;3.418;1.601;0.793;-0.303;0.228;-0.102;0.231;-0.431;0.309
1822-04;1.621;2.392;1.776;0.890;-0.281;0.236;-0.053;0.235;-0.413;0.305
1822-05;2.372;0.665;1.719;0.937;-0.217;0.264;-0.029;0.238;-0.424;0.304
1822-06;2.883;1.158;1.103;1.075;-0.126;0.290;-0.033;0.230;-0.424;0.300
1822-07;0.575;0.941;0.423;0.980;-0.037;0.337;-0.011;0.222;-0.422;0.299
1822-08;-0.249;1.182;0.255;0.871;-0.034;0.379;-0.005;0.233;-0.416;0.292
1822-09;-0.913;2.430;-0.020;0.914;-0.041;0.392;-0.011;0.234;-0.417;0.293
1822-10;1.294;1.768;-0.259;1.113;-0.046;0.412;0.027;0.229;-0.420;0.291
1822-11;2.037;1.938;-0.319;1.228;-0.057;0.408;-0.009;0.220;-0.416;0.292
1822-12;-4.137;3.199;-0.690;1.151;-0.023;0.419;0.030;0.223;-0.390;0.297
1823-01;-6.639;1.539;-0.840;1.054;-0.001;0.434;0.024;0.212;-0.396;0.309
