% This file contains an extracted local summary of land-surface 
% temperature results produced by the Berkeley Earth averaging 
% method for the location: 
% 
%    49.03 N, 2.45 E
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual locations 
% simply by sampling the field at the locaiton in question.  This 
% file contains such a local estimate.
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Berkeley Earth analysis for mean temperature on complete dataset
% 
% 
% This analysis was run on 06-Jan-2021 15:35:34
% 
% Global results are based on 50564 time series 
%   with 20694236 data points
% 
% The current location is characterized by: 
%%   Location: 49.03 N, 2.45 E
%%   Country: France
%%   Nearby Cities: Paris, Amiens, Boulogne-Billancourt, Argenteuil, Montreuil
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 66
%%   Temperature obeservations within 200 km: 26243
% 
% Note that all results reported here are derived from the full field 
% analysis and may use information from stations a great distance from the 
% target location when more local sources are not available.  In general, 
% the temperature anomaly field has significant correlation extending over 
% greater than 1000 km, which allows even distant stations to provide some 
% insight at times when local coverage may be lacking. 
% 
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 10.34 +/- 0.15
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%       2.82   3.84   6.49   9.15  13.02  16.17  18.08  17.81  15.36  11.05   6.41   3.83
%% +/-   0.26   0.24   0.19   0.16   0.19   0.22   0.24   0.24   0.21   0.16   0.19   0.25
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Values are reported as missing (i.e. NaN) when station coverage near 
% this location becomes too low.  Time averages over intervals with some 
% missing data will be reported as long as at least 75% of the necessary 
% values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
Year-Month;AnomalyMonth;AnomalyMonthErr;AnomalyYear;AnomalyYearErr;AnomalyFive;AnomalyFiveErr;AnomlyTen;AnomalyTenErr;AnomalyTwenty;AnomalyTwentyErr
1816-08;-2.640;1.396;-1.040;1.890;-0.551;0.802;-0.654;0.680;-0.349;0.629
1816-09;-1.977;1.531;-0.962;1.881;-0.491;0.847;-0.648;0.691;-0.347;0.630
1816-10;-0.470;7.633;-1.153;1.718;-0.476;0.823;-0.675;0.673;-0.340;0.624
1816-11;-2.773;7.337;-1.185;1.795;-0.425;0.876;-0.668;0.656;-0.352;0.622
1816-12;-1.087;3.213;-0.891;1.811;-0.399;0.891;-0.642;0.658;-0.363;0.630
1817-01;1.748;5.737;-0.760;2.067;-0.389;0.887;-0.616;0.658;-0.370;0.627
1817-02;2.674;5.606;-0.684;2.085;-0.353;0.893;-0.615;0.651;-0.394;0.626
1817-03;-0.468;3.869;-0.462;2.321;-0.325;0.852;-0.581;0.626;-0.377;0.613
1817-04;-2.541;2.907;-0.760;2.118;-0.303;0.798;-0.552;0.615;-0.369;0.614
1817-05;-1.565;2.250;-0.383;1.787;-0.330;0.810;-0.539;0.613;-0.376;0.609
1817-06;1.329;1.825;-0.427;1.978;-0.369;0.824;-0.502;0.613;-0.375;0.595
1817-07;-1.351;3.939;-0.472;1.763;-0.361;0.836;-0.485;0.609;-0.380;0.591
1817-08;-1.731;1.485;-0.733;2.079;-0.402;0.915;-0.476;0.605;-0.396;0.598
1817-09;0.696;4.253;-0.745;2.020;-0.465;0.894;-0.473;0.590;-0.387;0.596
1817-10;-4.053;4.751;-0.463;1.312;-0.439;0.900;-0.463;0.577;-0.389;0.596
1817-11;1.757;2.395;-0.343;1.213;-0.448;0.908;-0.426;0.569;-0.392;0.593
1817-12;-1.616;4.825;-0.280;1.194;-0.458;0.908;-0.421;0.547;-0.372;0.597
1818-01;1.210;2.297;-0.042;1.055;-0.444;0.950;-0.433;0.556;-0.360;0.620
1818-02;-0.467;2.428;0.085;1.150;-0.426;0.949;-0.440;0.561;-0.350;0.611
1818-03;-0.609;2.750;-0.012;1.043;-0.449;0.967;-0.439;0.561;-0.333;0.600
1818-04;0.845;1.817;0.311;0.945;-0.480;0.951;-0.451;0.551;-0.320;0.600
1818-05;-0.131;7.412;0.332;0.886;-0.472;0.929;-0.447;0.555;-0.328;0.600
1818-06;2.090;7.461;0.294;0.939;-0.446;0.915;-0.449;0.541;-0.320;0.608
1818-07;1.508;1.910;0.315;0.892;-0.426;0.899;-0.445;0.535;-0.329;0.608
1818-08;-0.204;2.554;0.448;0.886;-0.429;0.814;-0.430;0.528;-0.338;0.606
1818-09;-0.473;2.237;0.529;0.818;-0.396;0.805;-0.418;0.519;-0.332;0.605
1818-10;-0.177;6.061;0.600;0.784;-0.360;0.769;-0.423;0.506;-0.322;0.591
1818-11;2.005;2.503;0.731;0.831;-0.364;0.764;-0.421;0.491;-0.320;0.584
1818-12;-2.063;2.585;0.553;1.398;-0.363;0.783;-0.403;0.483;-0.299;0.563
1819-01;1.458;3.450;0.507;1.724;-0.341;0.786;-0.371;0.474;-0.316;0.541
1819-02;1.133;5.014;0.611;2.154;-0.285;0.785;-0.329;0.465;-0.335;0.536
1819-03;0.356;8.362;0.670;2.096;-0.241;0.798;-0.313;0.475;-0.340;0.523
1819-04;1.705;1.792;0.612;1.593;-0.250;0.779;-0.329;0.473;-0.328;0.510
1819-05;1.431;3.608;0.282;1.661;-0.167;0.733;-0.323;0.462;-0.329;0.503
1819-06;-0.047;5.379;0.353;1.438;-0.106;0.703;-0.317;0.474;-0.324;0.503
1819-07;0.965;2.777;-0.049;1.072;-0.124;0.681;-0.319;0.466;-0.322;0.498
1819-08;1.041;3.327;-0.186;1.429;-0.138;0.638;-0.311;0.465;-0.326;0.492
1819-09;0.239;2.821;-0.367;0.953;-0.086;0.577;-0.294;0.465;-0.328;0.486
1819-10;-0.879;2.086;-0.353;1.010;-0.030;0.545;-0.282;0.438;-0.329;0.475
1819-11;-1.952;1.972;-0.395;0.924;0.036;0.525;-0.263;0.422;-0.330;0.461
1819-12;-1.216;2.439;-0.459;0.795;0.072;0.505;-0.253;0.396;-0.358;0.455
1820-01;-3.365;4.193;-0.557;0.820;0.100;0.475;-0.220;0.380;-0.365;0.434
1820-02;-0.509;3.407;-0.599;0.879;0.127;0.479;-0.238;0.388;-0.371;0.416
1820-03;-1.814;2.042;-0.769;1.093;0.100;0.453;-0.267;0.393;-0.367;0.406
1820-04;1.871;1.967;-0.868;1.086;0.180;0.419;-0.258;0.396;-0.358;0.397
1820-05;0.924;1.477;-0.881;0.964;0.184;0.388;-0.269;0.394;-0.351;0.385
1820-06;-0.813;1.405;-0.830;0.791;0.143;0.357;-0.266;0.376;-0.352;0.373
1820-07;-0.213;1.902;-0.499;0.645;0.055;0.352;-0.248;0.396;-0.345;0.356
1820-08;0.539;2.698;-0.633;0.398;0.070;0.340;-0.241;0.407;-0.347;0.356
1820-09;-1.799;2.508;-0.437;0.550;0.070;0.340;-0.225;0.413;-0.360;0.353
1820-10;-2.071;1.964;-0.429;0.646;0.038;0.328;-0.222;0.401;-0.362;0.354
1820-11;-2.108;1.425;-0.626;0.502;0.063;0.386;-0.197;0.381;-0.362;0.350
1820-12;-0.596;1.523;-0.736;0.580;-0.001;0.462;-0.166;0.377;-0.373;0.339
1821-01;0.606;3.447;-0.854;0.653;-0.050;0.482;-0.199;0.390;-0.365;0.341
1821-02;-2.125;4.858;-0.836;0.585;-0.041;0.515;-0.170;0.379;-0.368;0.352
1821-03;0.543;3.361;-0.631;0.586;-0.039;0.513;-0.154;0.377;-0.368;0.374
1821-04;1.962;1.237;-0.547;0.510;-0.066;0.448;-0.150;0.368;-0.368;0.376
1821-05;-1.431;2.905;-0.186;0.607;-0.116;0.490;-0.149;0.366;-0.378;0.367
1821-06;-2.139;3.348;0.081;0.595;-0.071;0.472;-0.121;0.352;-0.382;0.357
1821-07;-1.626;3.041;0.082;0.799;-0.103;0.432;-0.083;0.362;-0.383;0.348
1821-08;0.753;1.235;0.415;1.036;-0.108;0.489;-0.042;0.371;-0.378;0.346
1821-09;0.662;2.103;0.588;1.139;-0.135;0.372;-0.021;0.367;-0.381;0.350
1821-10;-1.061;1.507;0.497;1.000;-0.182;0.404;-0.009;0.348;-0.381;0.343
1821-11;2.223;2.499;0.813;0.922;-0.222;0.419;0.004;0.351;-0.387;0.344
1821-12;2.606;1.454;1.282;0.809;-0.235;0.364;0.022;0.339;-0.381;0.350
1822-01;0.623;2.865;1.446;0.785;-0.249;0.335;-0.018;0.340;-0.376;0.346
1822-02;1.868;2.175;1.373;0.829;-0.270;0.312;-0.080;0.324;-0.387;0.340
1822-03;2.615;3.365;1.243;0.882;-0.264;0.307;-0.072;0.303;-0.385;0.339
1822-04;0.870;2.310;1.391;0.962;-0.260;0.316;-0.043;0.305;-0.373;0.335
1822-05;2.363;1.365;1.371;0.972;-0.196;0.336;-0.027;0.307;-0.380;0.335
1822-06;3.488;1.172;0.814;1.093;-0.138;0.358;-0.042;0.298;-0.377;0.332
1822-07;0.336;1.503;0.427;1.047;-0.079;0.416;-0.024;0.291;-0.369;0.332
1822-08;-0.122;1.422;0.308;0.900;-0.075;0.448;-0.015;0.302;-0.361;0.326
1822-09;-0.895;2.460;0.035;0.899;-0.069;0.470;-0.022;0.297;-0.359;0.326
1822-10;0.713;1.967;-0.125;1.092;-0.077;0.501;0.017;0.294;-0.359;0.324
1822-11;1.988;1.816;-0.210;1.185;-0.090;0.501;-0.010;0.281;-0.351;0.323
1822-12;-4.075;3.255;-0.645;1.108;-0.074;0.507;0.023;0.277;-0.332;0.329
1823-01;-4.025;1.595;-0.792;1.023;-0.052;0.517;0.028;0.263;-0.336;0.337
1823-02;0.436;1.787;-0.756;0.973;-0.055;0.509;0.037;0.253;-0.330;0.341
1823-03;-0.657;2.247;-0.711;0.780;-0.002;0.521;0.046;0.265;-0.336;0.348
1823-04;-1.048;2.827;-0.917;0.829;0.036;0.505;0.046;0.299;-0.340;0.344
1823-05;1.338;1.993;-1.167;0.765;0.078;0.499;0.056;0.349;-0.330;0.338
1823-06;-1.729;2.186;-0.773;0.567;0.114;0.492;0.046;0.400;-0.320;0.339
1823-07;-1.430;1.365;-0.477;0.566;0.028;0.500;0.035;0.403;-0.316;0.334
1823-08;0.318;1.412;-0.442;0.747;0.090;0.522;0.028;0.412;-0.318;0.335
1823-09;-0.357;1.597;-0.493;0.646;0.088;0.565;0.034;0.407;-0.318;0.333
1823-10;-1.764;2.161;-0.499;0.567;0.060;0.556;0.031;0.365;-0.314;0.335
1823-11;-1.007;3.251;-0.692;0.709;0.066;0.542;0.018;0.371;-0.310;0.334
1823-12;0.652;1.420;-0.618;0.770;0.120;0.498;0.048;0.355;-0.292;0.338
1824-01;-0.474;1.349;-0.488;0.818;0.175;0.475;0.001;0.334;-0.257;0.347
1824-02;0.856;3.643;-0.532;0.838;0.202;0.489;-0.021;0.364;-0.240;0.351
1824-03;-1.264;0.860;-0.453;0.774;0.198;0.503;-0.033;0.323;-0.224;0.346
1824-04;-1.127;1.541;-0.361;0.716;0.232;0.494;-0.051;0.328;-0.230;0.348
1824-05;-0.978;1.699;-0.119;0.642;0.175;0.490;-0.054;0.347;-0.213;0.351
1824-06;-0.835;3.432;0.016;0.550;0.149;0.470;-0.052;0.334;-0.201;0.350
1824-07;0.128;2.690;0.071;0.510;0.089;0.465;-0.065;0.330;-0.194;0.346
1824-08;-0.208;1.611;-0.021;0.556;-0.023;0.420;-0.085;0.326;-0.184;0.345
1824-09;0.590;3.259;-0.038;0.545;-0.058;0.405;-0.104;0.323;-0.171;0.340
1824-10;-0.662;1.148;0.172;0.604;-0.057;0.428;-0.114;0.329;-0.160;0.340
1824-11;1.890;1.386;0.264;0.563;-0.091;0.431;-0.118;0.333;-0.158;0.343
1824-12;2.281;2.389;0.347;0.582;-0.156;0.425;-0.161;0.343;-0.162;0.343
1825-01;0.181;3.055;0.427;0.584;-0.148;0.430;-0.177;0.369;-0.146;0.346
1825-02;-0.253;1.675;0.474;0.702;-0.157;0.435;-0.200;0.397;-0.147;0.346
1825-03;-1.465;1.738;0.542;0.632;-0.144;0.435;-0.171;0.406;-0.158;0.349
1825-04;1.391;1.504;0.613;0.619;-0.145;0.438;-0.170;0.423;-0.161;0.347
1825-05;0.129;1.114;0.492;0.644;-0.204;0.448;-0.170;0.423;-0.168;0.347
1825-06;0.161;1.600;0.432;0.732;-0.096;0.443;-0.171;0.423;-0.166;0.345
1825-07;1.084;2.868;0.038;0.786;0.001;0.431;-0.165;0.428;-0.155;0.346
1825-08;0.361;3.107;0.188;0.749;0.004;0.436;-0.177;0.417;-0.150;0.344
1825-09;1.407;2.550;0.347;0.731;0.022;0.448;-0.181;0.426;-0.149;0.342
1825-10;0.183;1.779;0.255;0.723;0.053;0.484;-0.172;0.424;-0.155;0.341
1825-11;0.447;3.343;0.155;0.782;0.049;0.515;-0.151;0.425;-0.151;0.334
1825-12;1.560;1.483;0.234;0.723;0.094;0.529;-0.163;0.431;-0.153;0.326
1826-01;-4.548;1.990;0.281;0.718;0.120;0.531;-0.184;0.446;-0.154;0.320
1826-02;1.549;1.692;0.448;0.664;0.097;0.524;-0.156;0.470;-0.151;0.322
1826-03;0.436;1.606;0.371;0.578;0.108;0.506;-0.149;0.493;-0.137;0.315
1826-04;0.290;2.384;0.433;0.534;0.128;0.511;-0.151;0.496;-0.140;0.317
1826-05;-1.066;1.496;0.299;0.692;0.152;0.528;-0.136;0.492;-0.141;0.320
1826-06;1.099;2.220;0.256;0.653;0.166;0.499;-0.117;0.484;-0.127;0.319
1826-07;1.648;2.416;0.385;0.887;0.104;0.506;-0.100;0.476;-0.113;0.314
1826-08;2.372;2.197;-0.146;0.846;0.066;0.548;-0.102;0.485;-0.101;0.310
1826-09;0.478;1.272;-0.144;0.751;0.068;0.548;-0.114;0.495;-0.099;0.311
1826-10;0.934;1.848;-0.087;0.802;0.081;0.550;-0.086;0.492;-0.099;0.312
1826-11;-1.166;1.155;0.030;0.971;0.114;0.578;-0.107;0.494;-0.088;0.326
1826-12;1.049;2.228;-0.098;0.919;0.131;0.569;-0.120;0.482;-0.083;0.330
1827-01;-2.999;3.968;-0.168;0.995;0.120;0.557;-0.136;0.481;-0.093;0.336
1827-02;-4.834;3.139;-0.418;1.030;0.100;0.561;-0.160;0.461;-0.102;0.351
1827-03;0.472;2.420;-0.470;1.049;0.057;0.549;-0.190;0.455;-0.115;0.359
1827-04;0.965;3.183;-0.495;1.196;0.033;0.562;-0.194;0.458;-0.119;0.361
1827-05;0.339;2.446;-0.526;1.215;-0.039;0.557;-0.220;0.458;-0.121;0.366
1827-06;-0.435;1.767;-0.412;1.047;-0.183;0.555;-0.251;0.455;-0.121;0.367
1827-07;0.813;1.286;-0.013;0.681;-0.275;0.573;-0.254;0.455;-0.116;0.365
1827-08;-0.628;2.191;0.443;0.755;-0.326;0.588;-0.246;0.447;-0.103;0.365
1827-09;-0.145;1.428;0.436;0.840;-0.272;0.594;-0.245;0.451;-0.112;0.366
1827-10;0.624;1.632;0.426;0.837;-0.264;0.592;-0.254;0.447;-0.096;0.369
1827-11;-1.534;1.548;0.487;0.850;-0.250;0.602;-0.276;0.450;-0.107;0.382
1827-12;2.412;1.246;0.603;1.019;-0.269;0.599;-0.243;0.460;-0.099;0.380
1828-01;1.798;1.973;0.550;1.019;-0.278;0.610;-0.239;0.469;-0.131;0.393
1828-02;0.634;2.968;0.512;0.953;-0.300;0.599;-0.221;0.475;-0.140;0.400
1828-03;0.392;1.728;0.550;0.955;-0.360;0.601;-0.233;0.488;-0.139;0.413
1828-04;0.837;3.002;0.453;0.833;-0.380;0.614;-0.230;0.494;-0.152;0.375
1828-05;1.071;2.324;0.612;0.822;-0.380;0.634;-0.212;0.495;-0.151;0.386
1828-06;0.963;2.277;0.537;0.878;-0.441;0.633;-0.190;0.495;-0.161;0.400
1828-07;0.182;2.036;0.040;0.899;-0.396;0.653;-0.187;0.496;-0.168;0.397
1828-08;-1.087;0.669;-0.135;0.850;-0.402;0.677;-0.205;0.497;-0.172;0.398
1828-09;0.310;0.988;-0.260;0.774;-0.386;0.676;-0.217;0.495;-0.172;0.402
1828-10;-0.545;1.654;-0.361;0.691;-0.362;0.666;-0.205;0.504;-0.174;0.396
1828-11;0.378;1.565;-0.365;0.734;-0.338;0.682;-0.200;0.517;-0.182;0.406
1828-12;1.512;3.237;-0.429;0.811;-0.355;0.684;-0.181;0.518;-0.179;0.407
1829-01;-4.171;1.481;-0.491;0.687;-0.375;0.696;-0.144;0.537;-0.189;0.406
1829-02;-1.459;2.321;-0.516;0.704;-0.405;0.720;-0.150;0.559;-0.193;0.420
1829-03;-1.108;1.293;-0.708;0.682;-0.427;0.742;-0.135;0.554;-0.200;0.415
1829-04;-0.381;0.774;-0.836;0.705;-0.404;0.750;-0.131;0.559;-0.216;0.417
1829-05;1.024;2.415;-1.071;0.629;-0.388;0.768;-0.103;0.556;-0.225;0.422
1829-06;0.196;2.129;-1.729;0.524;-0.390;0.709;-0.086;0.543;-0.218;0.425
1829-07;-0.559;1.832;-1.826;0.574;-0.362;0.665;-0.069;0.526;-0.221;0.426
1829-08;-1.386;1.231;-1.981;0.578;-0.297;0.652;-0.056;0.518;-0.230;0.429
1829-09;-2.004;0.928;-1.741;0.650;-0.322;0.643;-0.047;0.496;-0.234;0.430
1829-10;-2.077;0.986;-1.551;0.725;-0.332;0.596;-0.039;0.504;-0.232;0.433
1829-11;-2.440;1.703;-1.559;0.649;-0.349;0.591;-0.052;0.513;-0.220;0.442
1829-12;-6.388;2.256;-1.652;0.729;-0.346;0.614;-0.071;0.519;-0.210;0.455
1830-01;-5.334;2.991;-1.563;0.959;-0.359;0.631;-0.072;0.533;-0.195;0.470
1830-02;-3.320;2.860;-1.525;0.833;-0.336;0.631;-0.056;0.529;-0.196;0.482
1830-03;1.774;1.638;-1.544;0.840;-0.346;0.641;-0.050;0.525;-0.202;0.489
1830-04;1.900;1.596;-1.455;0.839;-0.363;0.618;-0.064;0.516;-0.203;0.492
1830-05;0.927;1.627;-1.215;0.885;-0.348;0.629;-0.067;0.520;-0.204;0.495
1830-06;-0.921;2.255;-0.857;1.051;-0.390;0.658;-0.066;0.515;-0.198;0.496
1830-07;0.510;2.410;-0.567;1.054;-0.479;0.665;-0.062;0.497;-0.205;0.495
1830-08;-0.924;1.970;-0.193;1.252;-0.446;0.635;-0.059;0.486;-0.205;0.495
1830-09;-2.238;0.822;-0.224;1.310;-0.488;0.638;-0.072;0.476;-0.202;0.501
1830-10;-1.005;0.680;-0.234;1.251;-0.513;0.619;-0.088;0.480;-0.204;0.502
1830-11;0.441;3.076;-0.282;1.308;-0.473;0.597;-0.105;0.494;-0.193;0.499
1830-12;-2.094;2.336;-0.198;1.266;-0.475;0.595;-0.141;0.484;-0.212;0.496
1831-01;-1.859;3.790;-0.202;1.313;-0.495;0.595;-0.110;0.485;-0.222;0.496
1831-02;1.176;6.589;-0.081;1.380;-0.507;0.602;-0.132;0.491;-0.222;0.496
1831-03;1.401;2.164;0.035;1.441;-0.542;0.599;-0.119;0.491;-0.217;0.502
1831-04;1.775;1.131;0.315;1.443;-0.538;0.625;-0.131;0.491;-0.225;0.502
1831-05;0.348;2.174;0.258;1.527;-0.551;0.615;-0.133;0.506;-0.207;0.501
1831-06;0.096;3.761;0.513;1.342;-0.527;0.635;-0.133;0.514;-0.204;0.501
1831-07;0.460;2.094;0.558;1.312;-0.391;0.662;-0.142;0.510;-0.208;0.499
1831-08;0.529;2.495;0.382;0.901;-0.366;0.657;-0.160;0.516;-0.214;0.497
1831-09;-0.846;2.059;0.180;0.776;-0.339;0.654;-0.178;0.514;-0.213;0.499
1831-10;2.356;1.012;0.062;0.719;-0.344;0.649;-0.189;0.516;-0.211;0.502
1831-11;-0.251;1.942;-0.027;0.745;-0.320;0.613;-0.180;0.517;-0.222;0.494
1831-12;0.964;3.844;-0.056;0.894;-0.303;0.600;-0.187;0.505;-0.231;0.493
1832-01;-1.316;2.643;-0.091;0.997;-0.259;0.588;-0.168;0.507;-0.250;0.489
1832-02;-0.933;2.888;-0.072;0.997;-0.212;0.580;-0.123;0.528;-0.260;0.484
1832-03;-1.024;2.502;-0.061;1.033;-0.151;0.558;-0.158;0.540;-0.268;0.479
1832-04;0.359;1.219;-0.293;0.968;-0.112;0.568;-0.195;0.537;-0.274;0.481
1832-05;-0.716;2.509;-0.322;0.942;-0.066;0.587;-0.215;0.545;-0.281;0.479
1832-06;-0.254;2.506;-0.415;0.990;0.041;0.587;-0.201;0.560;-0.288;0.484
1832-07;0.037;3.058;-0.598;1.028;0.131;0.600;-0.208;0.565;-0.291;0.484
1832-08;0.764;2.934;-0.301;1.013;0.214;0.591;-0.192;0.567;-0.280;0.484
1832-09;-0.717;1.685;-0.393;1.074;0.172;0.589;-0.202;0.573;-0.280;0.489
1832-10;-0.426;1.757;-0.480;1.136;0.135;0.574;-0.208;0.572;-0.298;0.490
1832-11;-0.602;2.206;-0.133;1.006;0.116;0.573;-0.203;0.589;-0.313;0.490
1832-12;-0.151;2.309;-0.038;0.945;0.137;0.585;-0.221;0.591;-0.296;0.492
1833-01;-3.510;2.808;-0.129;0.827;0.154;0.588;-0.291;0.601;-0.276;0.491
1833-02;2.623;0.824;-0.341;0.800;0.181;0.582;-0.318;0.592;-0.279;0.487
1833-03;-2.123;2.905;-0.434;0.813;0.216;0.590;-0.324;0.600;-0.276;0.491
1833-04;-0.687;0.678;-0.423;0.957;0.204;0.591;-0.350;0.596;-0.270;0.491
1833-05;3.444;1.552;-0.407;0.917;0.170;0.594;-0.358;0.590;-0.278;0.497
1833-06;0.891;1.702;-0.148;0.854;0.159;0.594;-0.368;0.589;-0.277;0.498
1833-07;-1.058;1.708;0.477;0.784;0.176;0.601;-0.372;0.579;-0.275;0.501
1833-08;-1.776;1.142;0.266;0.815;0.139;0.622;-0.371;0.579;-0.275;0.501
1833-09;-1.828;1.349;0.484;0.623;0.148;0.617;-0.378;0.584;-0.271;0.504
1833-10;-0.305;1.614;0.485;0.648;0.100;0.629;-0.378;0.588;-0.269;0.505
1833-11;-0.406;3.366;0.401;0.691;0.071;0.635;-0.381;0.592;-0.265;0.510
1833-12;2.958;1.284;0.428;0.684;0.089;0.630;-0.406;0.594;-0.265;0.513
1834-01;3.985;2.120;0.692;0.689;0.090;0.630;-0.378;0.597;-0.266;0.515
1834-02;0.094;1.178;0.956;0.733;0.085;0.643;-0.366;0.603;-0.277;0.522
1834-03;0.492;1.152;1.249;0.700;0.072;0.652;-0.367;0.611;-0.276;0.519
1834-04;-0.668;2.113;1.297;0.731;0.025;0.672;-0.382;0.613;-0.262;0.518
1834-05;2.431;0.772;1.358;0.533;0.029;0.704;-0.396;0.610;-0.261;0.517
1834-06;1.212;0.867;1.113;0.548;0.015;0.702;-0.384;0.608;-0.254;0.511
1834-07;2.110;1.643;0.787;0.593;0.025;0.713;-0.377;0.615;-0.259;0.505
1834-08;1.397;1.747;0.919;0.616;0.050;0.737;-0.376;0.621;-0.268;0.501
1834-09;1.680;1.632;0.816;0.757;0.007;0.741;-0.365;0.626;-0.271;0.501
1834-10;0.272;0.882;0.843;0.756;-0.057;0.747;-0.351;0.630;-0.272;0.502
1834-11;0.332;1.140;0.620;0.729;-0.081;0.753;-0.322;0.639;-0.279;0.505
1834-12;0.016;1.445;0.548;0.845;-0.055;0.743;-0.260;0.653;-0.307;0.510
1835-01;0.075;1.158;0.498;0.880;-0.058;0.742;-0.213;0.662;-0.311;0.515
1835-02;1.671;2.707;0.444;0.932;-0.048;0.744;-0.191;0.672;-0.330;0.523
1835-03;-0.744;2.508;0.289;0.918;-0.058;0.759;-0.232;0.679;-0.345;0.518
1835-04;-0.337;1.361;0.127;0.896;-0.053;0.779;-0.235;0.684;-0.348;0.515
1835-05;-0.249;1.566;-0.038;0.873;-0.059;0.793;-0.237;0.687;-0.358;0.514
1835-06;0.353;2.007;-0.268;0.869;-0.052;0.779;-0.225;0.689;-0.353;0.514
1835-07;1.510;1.622;-0.344;0.905;-0.103;0.806;-0.244;0.696;-0.360;0.510
1835-08;0.744;1.430;-0.571;0.795;-0.191;0.811;-0.232;0.706;-0.372;0.511
1835-09;-0.176;1.641;-0.345;0.854;-0.161;0.842;-0.224;0.712;-0.382;0.510
1835-10;-1.676;1.650;-0.411;0.904;-0.187;0.860;-0.236;0.718;-0.385;0.511
1835-11;-1.648;2.520;-0.505;0.929;-0.242;0.864;-0.235;0.721;-0.382;0.517
1835-12;-2.741;3.073;-0.437;0.892;-0.262;0.874;-0.261;0.726;-0.384;0.522
1836-01;-0.829;2.515;-0.520;0.874;-0.249;0.858;-0.261;0.741;-0.357;0.530
1836-02;-1.053;1.710;-0.561;1.041;-0.236;0.864;-0.287;0.749;-0.353;0.524
1836-03;1.965;1.408;-0.685;1.006;-0.215;0.872;-0.285;0.753;-0.351;0.525
1836-04;-1.127;2.009;-0.582;1.072;-0.218;0.868;-0.299;0.762;-0.350;0.524
1836-05;-1.384;1.995;-0.448;1.066;-0.211;0.864;-0.279;0.759;-0.343;0.528
1836-06;1.167;1.739;-0.207;1.129;-0.284;0.868;-0.291;0.759;-0.331;0.534
1836-07;0.521;1.371;-0.198;1.293;-0.365;0.885;-0.316;0.761;-0.330;0.536
1836-08;0.245;3.816;-0.060;1.501;-0.366;0.905;-0.326;0.762;-0.330;0.536
1836-09;-1.662;2.218;-0.528;1.418;-0.395;0.932;-0.311;0.769;-0.324;0.533
1836-10;-0.440;3.339;-0.725;1.342;-0.419;0.956;-0.337;0.769;-0.329;0.541
1836-11;-0.040;3.053;-0.786;1.290;-0.471;0.965;-0.338;0.773;-0.328;0.542
1836-12;0.150;1.302;-0.778;1.259;-0.464;0.986;-0.341;0.777;-0.353;0.534
1837-01;-0.719;2.018;-0.828;1.260;-0.496;0.987;-0.364;0.766;-0.347;0.524
1837-02;0.597;3.238;-0.736;1.175;-0.539;0.997;-0.360;0.754;-0.333;0.520
1837-03;-3.651;1.742;-0.709;1.198;-0.579;0.991;-0.346;0.749;-0.341;0.515
1837-04;-3.484;1.284;-0.684;1.185;-0.590;0.999;-0.355;0.753;-0.354;0.509
1837-05;-2.121;2.885;-0.761;1.295;-0.578;1.011;-0.343;0.751;-0.348;0.508
1837-06;1.268;1.656;-0.749;1.333;-0.561;1.017;-0.324;0.752;-0.351;0.514
1837-07;-0.084;2.143;-1.237;1.418;-0.557;1.005;-0.328;0.754;-0.347;0.518
1837-08;1.360;1.656;-1.507;1.307;-0.597;0.984;-0.313;0.761;-0.343;0.518
1837-09;-1.346;1.917;-1.230;1.505;-0.637;0.967;-0.315;0.766;-0.351;0.520
1837-10;-0.131;2.182;-1.129;1.580;-0.605;0.967;-0.341;0.759;-0.354;0.519
1837-11;-0.972;2.880;-0.941;1.453;-0.590;0.968;-0.351;0.748;-0.344;0.520
1837-12;0.294;2.802;-1.070;1.457;-0.587;0.955;-0.348;0.735;-0.358;0.528
1838-01;-6.574;3.138;-1.087;1.337;-0.642;0.953;-0.314;0.735;-0.384;0.533
1838-02;-2.639;1.555;-1.284;1.293;-0.645;0.958;-0.338;0.728;-0.379;0.532
