% This file contains an extracted local summary of land-surface 
% temperature results produced by the Berkeley Earth averaging 
% method for the location: 
% 
%    49.03 N, 2.45 E
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual locations 
% simply by sampling the field at the locaiton in question.  This 
% file contains such a local estimate.
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Berkeley Earth analysis for mean temperature on complete dataset
% 
% 
% This analysis was run on 06-Jan-2021 15:35:34
% 
% Global results are based on 50564 time series 
%   with 20694236 data points
% 
% The current location is characterized by: 
%%   Location: 49.03 N, 2.45 E
%%   Country: France
%%   Nearby Cities: Paris, Amiens, Boulogne-Billancourt, Argenteuil, Montreuil
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 66
%%   Temperature obeservations within 200 km: 26243
% 
% Note that all results reported here are derived from the full field 
% analysis and may use information from stations a great distance from the 
% target location when more local sources are not available.  In general, 
% the temperature anomaly field has significant correlation extending over 
% greater than 1000 km, which allows even distant stations to provide some 
% insight at times when local coverage may be lacking. 
% 
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 10.34 +/- 0.15
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%       2.82   3.84   6.49   9.15  13.02  16.17  18.08  17.81  15.36  11.05   6.41   3.83
%% +/-   0.26   0.24   0.19   0.16   0.19   0.22   0.24   0.24   0.21   0.16   0.19   0.25
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Values are reported as missing (i.e. NaN) when station coverage near 
% this location becomes too low.  Time averages over intervals with some 
% missing data will be reported as long as at least 75% of the necessary 
% values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
Year-Month;AnomalyMonth;AnomalyMonthErr;AnomalyYear;AnomalyYearErr;AnomalyFive;AnomalyFiveErr;AnomlyTen;AnomalyTenErr;AnomalyTwenty;AnomalyTwentyErr
1743-03;-1.240;1.884;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-04;-2.860;1.888;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-05;-0.968;1.028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-07;-1.098;1.054;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-09;-0.929;0.984;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-10;-3.869;1.109;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-11;0.275;3.933;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1743-12;-1.226;1.997;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1744-01;-2.263;1.639;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1744-02;-2.954;1.995;-1.290;0.765;NaN;NaN;NaN;NaN;NaN;NaN
1744-03;-1.781;1.550;-1.274;0.781;NaN;NaN;NaN;NaN;NaN;NaN
1744-04;-0.664;8.335;-1.025;0.803;NaN;NaN;NaN;NaN;NaN;NaN
1744-05;-0.731;7.174;-1.049;1.002;NaN;NaN;NaN;NaN;NaN;NaN
1744-06;0.206;3.271;-1.047;1.225;NaN;NaN;NaN;NaN;NaN;NaN
1744-07;-0.235;2.129;-1.010;0.826;NaN;NaN;NaN;NaN;NaN;NaN
1744-08;-1.314;1.779;-0.945;0.778;NaN;NaN;NaN;NaN;NaN;NaN
1744-09;-0.735;5.688;-0.974;0.668;NaN;NaN;NaN;NaN;NaN;NaN
1744-10;-0.884;2.081;-0.892;0.681;NaN;NaN;NaN;NaN;NaN;NaN
1744-11;-0.004;5.158;-0.836;0.618;NaN;NaN;NaN;NaN;NaN;NaN
1744-12;-1.205;6.628;-0.855;0.569;NaN;NaN;NaN;NaN;NaN;NaN
1745-01;-1.816;6.179;-0.847;0.552;NaN;NaN;NaN;NaN;NaN;NaN
1745-02;-2.184;4.199;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-03;-2.121;2.081;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-04;0.319;3.852;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-05;-0.067;1.019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-06;-0.014;0.929;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-07;-0.146;1.010;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-09;-0.369;0.969;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1745-12;-2.195;1.267;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-01;-0.910;1.448;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-02;-1.951;1.320;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-03;-3.884;1.107;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-04;-1.324;1.036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-06;-0.592;0.941;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-09;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1746-12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-04;-0.545;1.022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-06;1.407;0.931;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-07;-0.352;1.015;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-09;0.345;0.962;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-10;-0.974;1.008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-11;0.127;1.059;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1747-12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-01;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-02;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-03;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-04;-1.531;1.030;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-05;0.701;1.014;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-06;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-09;-0.730;0.967;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-10;-0.869;1.112;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-11;0.315;1.271;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1748-12;1.259;1.448;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-01;1.162;1.476;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-02;-0.389;1.598;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-03;-1.525;1.382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-04;-0.739;1.083;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-06;-1.790;1.270;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-07;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-08;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-09;-0.682;1.041;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-10;-1.737;1.111;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-11;-1.120;1.236;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1749-12;-1.251;1.397;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1750-01;-1.584;1.746;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1750-02;1.074;2.077;-0.191;0.835;NaN;NaN;NaN;NaN;NaN;NaN
1750-03;2.141;2.456;-0.134;0.860;NaN;NaN;NaN;NaN;NaN;NaN
1750-04;0.256;1.277;-0.141;0.863;NaN;NaN;NaN;NaN;NaN;NaN
1750-05;-0.457;1.257;-0.290;0.859;NaN;NaN;NaN;NaN;NaN;NaN
1750-06;0.044;1.323;-0.342;0.893;NaN;NaN;NaN;NaN;NaN;NaN
1750-07;0.926;1.438;-0.279;0.888;NaN;NaN;NaN;NaN;NaN;NaN
1750-08;0.093;1.210;-0.603;0.858;NaN;NaN;NaN;NaN;NaN;NaN
1750-09;0.012;1.918;-0.712;0.808;NaN;NaN;NaN;NaN;NaN;NaN
1750-10;-1.825;1.199;-0.827;0.786;NaN;NaN;NaN;NaN;NaN;NaN
1750-11;-2.902;1.254;-0.874;0.754;NaN;NaN;NaN;NaN;NaN;NaN
1750-12;-1.881;1.575;-0.899;0.757;NaN;NaN;NaN;NaN;NaN;NaN
1751-01;-0.831;1.728;-0.955;0.721;NaN;NaN;NaN;NaN;NaN;NaN
1751-02;-2.809;1.781;-0.939;0.717;NaN;NaN;NaN;NaN;NaN;NaN
1751-03;0.831;1.382;-1.039;0.710;NaN;NaN;NaN;NaN;NaN;NaN
1751-04;-1.128;1.210;-1.027;0.719;NaN;NaN;NaN;NaN;NaN;NaN
1751-05;-1.017;1.357;-1.009;0.748;NaN;NaN;NaN;NaN;NaN;NaN
1751-06;-0.251;1.351;-0.982;0.779;NaN;NaN;NaN;NaN;NaN;NaN
1751-07;0.246;1.399;-0.951;0.766;NaN;NaN;NaN;NaN;NaN;NaN
1751-08;0.287;1.121;-0.669;0.768;NaN;NaN;NaN;NaN;NaN;NaN
1751-09;-1.187;1.087;-0.732;0.779;NaN;NaN;NaN;NaN;NaN;NaN
1751-10;-1.682;1.357;-0.717;0.750;NaN;NaN;NaN;NaN;NaN;NaN
1751-11;-2.681;1.454;-0.700;0.729;NaN;NaN;NaN;NaN;NaN;NaN
1751-12;-1.565;1.930;-0.551;0.704;NaN;NaN;NaN;NaN;NaN;NaN
1752-01;-0.451;1.608;-0.563;0.719;NaN;NaN;NaN;NaN;NaN;NaN
1752-02;0.573;1.781;-0.638;0.737;NaN;NaN;NaN;NaN;NaN;NaN
1752-03;0.071;1.309;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-04;-0.950;1.251;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-05;-0.806;1.318;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-06;1.531;1.110;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-07;0.103;1.348;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-08;-0.616;1.486;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-09;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-10;-0.887;1.276;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-11;0.107;1.407;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1752-12;-0.405;1.738;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-01;-3.078;2.213;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-02;-0.291;2.948;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1753-03;1.236;1.950;-0.201;0.812;NaN;NaN;NaN;NaN;NaN;NaN
1753-04;-0.145;1.633;-0.147;0.816;NaN;NaN;NaN;NaN;NaN;NaN
1753-05;0.171;1.110;-0.285;0.820;NaN;NaN;NaN;NaN;NaN;NaN
1753-06;1.794;1.491;-0.255;0.996;NaN;NaN;NaN;NaN;NaN;NaN
1753-07;0.540;1.432;-0.065;1.193;NaN;NaN;NaN;NaN;NaN;NaN
1753-08;-1.242;1.700;-0.210;1.172;NaN;NaN;NaN;NaN;NaN;NaN
1753-09;-0.208;1.002;-0.594;1.081;NaN;NaN;NaN;NaN;NaN;NaN
1753-10;-0.237;1.262;-0.629;1.122;NaN;NaN;NaN;NaN;NaN;NaN
1753-11;-1.549;1.461;-0.562;1.140;NaN;NaN;NaN;NaN;NaN;NaN
1753-12;-0.056;5.463;-0.698;1.127;NaN;NaN;NaN;NaN;NaN;NaN
1754-01;-0.796;2.589;-0.825;1.102;NaN;NaN;NaN;NaN;NaN;NaN
1754-02;-2.027;2.820;-0.690;1.252;NaN;NaN;NaN;NaN;NaN;NaN
1754-03;-3.375;1.049;-0.720;1.353;NaN;NaN;NaN;NaN;NaN;NaN
1754-04;-0.559;1.463;-0.645;1.375;NaN;NaN;NaN;NaN;NaN;NaN
1754-05;0.966;1.270;-0.451;1.420;NaN;NaN;NaN;NaN;NaN;NaN
1754-06;0.168;1.341;-0.488;1.115;NaN;NaN;NaN;NaN;NaN;NaN
1754-07;-0.982;1.432;-0.787;0.969;NaN;NaN;NaN;NaN;NaN;NaN
1754-08;0.371;1.491;-0.907;0.914;NaN;NaN;NaN;NaN;NaN;NaN
1754-09;-0.563;1.823;-0.731;0.902;NaN;NaN;NaN;NaN;NaN;NaN
1754-10;0.660;1.544;-0.419;1.010;NaN;NaN;NaN;NaN;NaN;NaN
1754-11;0.784;2.493;-0.552;0.934;NaN;NaN;NaN;NaN;NaN;NaN
1754-12;-0.496;1.679;-0.371;0.949;NaN;NaN;NaN;NaN;NaN;NaN
1755-01;-4.391;1.508;-0.291;1.055;NaN;NaN;NaN;NaN;NaN;NaN
1755-02;-3.461;1.939;-0.441;1.028;NaN;NaN;NaN;NaN;NaN;NaN
1755-03;-1.272;1.445;-0.503;1.001;-0.393;0.661;NaN;NaN;NaN;NaN
1755-04;3.186;1.817;-0.628;0.925;-0.438;0.635;NaN;NaN;NaN;NaN
1757-12;-1.684;1.601;-0.515;1.241;-0.485;0.644;-0.478;0.727;NaN;NaN
1758-01;-3.500;7.409;-0.951;1.819;-0.487;0.655;-0.493;0.707;NaN;NaN
1758-02;-0.622;5.321;-1.032;2.747;-0.479;0.669;-0.475;0.718;NaN;NaN
1758-03;-0.042;1.663;-1.082;3.435;-0.463;0.679;-0.499;0.711;NaN;NaN
1758-04;-1.003;2.824;-0.962;2.921;-0.468;0.700;-0.501;0.709;NaN;NaN
1758-05;1.340;7.491;-1.022;0.922;-0.466;0.701;-0.519;0.714;NaN;NaN
1758-06;0.805;4.351;-0.912;0.970;-0.439;0.744;-0.537;0.715;NaN;NaN
1758-07;-2.400;5.107;-0.512;1.054;-0.501;0.743;-0.546;0.712;NaN;NaN
1758-08;-0.348;7.416;-0.350;1.028;-0.500;0.769;-0.532;0.716;NaN;NaN
1758-09;-1.866;3.092;-0.330;1.061;-0.473;0.780;-0.544;0.707;NaN;NaN
1758-10;-2.198;1.222;-0.220;1.088;-0.459;0.808;-0.563;0.693;NaN;NaN
1758-11;-0.745;2.761;-0.334;0.976;-0.429;0.840;-0.559;0.700;NaN;NaN
1758-12;-0.362;1.659;-0.383;0.874;-0.445;0.848;-0.551;0.719;NaN;NaN
1759-01;1.291;2.702;-0.033;0.822;-0.443;0.853;-0.526;0.739;NaN;NaN
1759-02;1.327;6.335;0.000;0.789;-0.415;0.839;-0.497;0.754;NaN;NaN
1759-03;0.195;4.453;0.158;0.806;-0.419;0.838;-0.486;0.749;NaN;NaN
1759-04;0.315;4.370;0.385;0.799;-0.444;0.850;-0.490;0.748;NaN;NaN
1759-05;-0.026;4.623;0.175;4.011;-0.422;0.863;-0.486;0.750;NaN;NaN
1759-06;0.216;4.702;-0.024;0.822;-0.427;0.851;-0.488;0.751;NaN;NaN
1759-07;1.802;5.134;-0.322;0.815;-0.356;0.893;-0.478;0.767;NaN;NaN
1759-08;0.056;1.382;-0.512;0.835;-0.355;0.925;-0.494;0.771;NaN;NaN
1759-09;0.022;3.150;-0.683;0.836;-0.393;0.920;-0.506;0.760;NaN;NaN
1759-10;0.524;6.969;-0.594;0.821;-0.360;0.917;-0.532;0.765;NaN;NaN
1759-11;-3.255;7.729;-0.598;0.891;-0.348;0.936;-0.548;0.786;NaN;NaN
1759-12;-2.750;3.914;-0.576;0.997;-0.370;0.963;-0.550;0.800;NaN;NaN
1760-01;-2.295;4.937;-0.737;1.042;-0.399;0.970;-0.499;0.780;NaN;NaN
1760-02;-0.951;10.094;-0.823;1.143;-0.429;0.959;-0.494;0.784;NaN;NaN
1760-03;-1.856;3.104;-0.850;1.269;-0.428;0.973;-0.477;0.790;NaN;NaN
1760-04;1.384;1.181;-0.992;1.323;-0.421;0.991;-0.503;0.793;NaN;NaN
1760-05;-0.071;2.129;-0.749;1.368;-0.453;0.996;-0.501;0.796;NaN;NaN
1760-06;0.479;1.302;-0.407;1.666;-0.494;0.978;-0.517;0.811;NaN;NaN
1760-07;-0.133;1.647;-0.373;1.478;-0.516;0.948;-0.529;0.813;NaN;NaN
1760-08;-0.974;6.946;-0.173;1.459;-0.476;0.960;-0.519;0.830;NaN;NaN
1760-09;-0.299;1.704;0.095;1.419;-0.502;0.940;-0.516;0.832;NaN;NaN
1760-10;-1.187;1.420;-0.048;1.457;-0.492;0.942;-0.511;0.844;NaN;NaN
1760-11;-0.330;7.667;0.054;1.423;-0.547;0.928;-0.521;0.837;NaN;NaN
1760-12;1.347;3.717;0.067;1.492;-0.567;0.910;-0.542;0.839;NaN;NaN
1761-01;-1.882;2.311;0.116;1.432;-0.536;0.905;-0.596;0.840;NaN;NaN
1761-02;1.446;2.925;0.277;1.314;-0.522;0.899;-0.625;0.852;NaN;NaN
1761-03;1.364;1.562;0.321;1.250;-0.519;0.898;-0.631;0.855;NaN;NaN
1761-04;-0.337;1.732;0.183;1.209;-0.525;0.877;-0.613;0.876;NaN;NaN
1761-05;1.152;2.661;0.126;1.171;-0.531;0.904;-0.610;0.906;NaN;NaN
1761-06;0.638;2.458;-0.296;0.899;-0.509;0.928;-0.623;0.899;NaN;NaN
1761-07;0.449;1.282;-0.043;1.206;-0.494;0.955;-0.634;0.908;NaN;NaN
1761-08;0.960;3.148;-0.233;1.254;-0.491;0.979;-0.623;0.921;NaN;NaN
1761-09;0.229;2.543;-0.616;1.231;-0.528;0.957;-0.624;0.934;NaN;NaN
1761-10;-2.843;2.517;-0.389;1.230;-0.551;0.946;-0.617;0.937;NaN;NaN
1761-11;-1.016;10.977;-0.387;1.304;-0.527;0.952;-0.597;0.912;NaN;NaN
1761-12;-3.712;1.890;-0.442;1.356;-0.532;0.976;-0.585;0.894;NaN;NaN
1762-01;1.152;9.529;-0.388;1.400;-0.559;1.002;-0.601;0.914;NaN;NaN
1762-02;-0.833;2.767;-0.565;1.408;-0.584;1.023;-0.570;0.917;NaN;NaN
1762-03;-3.225;6.843;-0.686;1.334;-0.619;1.011;-0.564;0.897;NaN;NaN
1762-04;2.384;2.719;-0.719;1.323;-0.669;1.015;-0.579;0.913;NaN;NaN
1762-05;1.179;4.460;-0.793;1.345;-0.633;1.051;-0.593;0.909;NaN;NaN
1762-06;-0.023;2.885;-0.833;1.308;-0.599;1.098;-0.615;0.919;NaN;NaN
1762-07;1.093;4.181;-1.332;0.840;-0.532;1.045;-0.646;0.925;NaN;NaN
1762-08;-1.159;4.290;-1.110;0.776;-0.564;1.024;-0.651;0.939;NaN;NaN
1762-09;-1.224;2.846;-0.976;0.712;-0.521;1.029;-0.642;0.948;-0.588;0.773
1762-10;-3.247;7.299;-1.209;0.669;-0.544;1.029;-0.618;0.950;-0.579;0.781
1762-11;-1.900;2.074;-1.469;0.617;-0.548;1.020;-0.605;0.933;-0.575;0.785
1762-12;-4.186;2.310;-1.501;2.707;-0.548;1.063;-0.613;0.933;-0.572;0.795
1763-01;-4.836;8.195;-1.637;2.515;-0.571;1.078;-0.609;0.957;-0.555;0.801
1763-02;1.821;7.999;-1.501;3.226;-0.559;1.103;-0.603;0.980;-0.563;0.804
1763-03;-1.612;3.972;-1.536;2.531;-0.569;1.091;-0.620;0.967;-0.571;0.808
1763-04;-0.412;4.587;-1.482;3.041;-0.554;1.091;-0.609;0.984;-0.572;0.817
1763-05;-1.949;5.651;-1.413;2.836;-0.575;1.084;-0.621;0.983;-0.576;0.818
1763-06;-0.401;7.228;-0.987;2.814;-0.645;1.036;-0.633;0.979;-0.585;0.823
1763-07;-0.539;2.159;-0.400;2.286;-0.690;1.038;-0.616;0.980;-0.590;0.828
1763-08;0.477;4.581;-0.426;1.835;-0.749;1.020;-0.614;0.972;-0.584;0.838
1763-09;-1.652;5.850;-0.463;1.781;-0.788;1.012;-0.612;0.977;-0.585;0.843
1763-10;-2.602;1.611;-0.513;2.064;-0.768;1.033;-0.599;0.972;-0.585;0.843
1763-11;-1.072;4.285;-0.234;1.051;-0.791;1.053;-0.591;1.001;-0.580;0.848
1763-12;0.937;3.303;-0.207;1.029;-0.801;1.026;-0.594;1.042;-0.577;0.849
1764-01;2.203;3.091;-0.146;1.202;-0.824;1.036;-0.603;0.787;-0.578;0.857
1764-02;1.510;3.039;-0.310;1.163;-0.831;1.070;-0.618;0.802;-0.568;0.867
1764-03;-2.057;2.986;-0.344;1.258;-0.830;1.097;-0.630;0.813;-0.548;0.874
1764-04;-1.014;8.239;-0.336;1.315;-0.790;1.091;-0.633;0.818;-0.542;0.875
1764-05;1.396;1.367;-0.337;1.358;-0.772;1.035;-0.633;0.829;-0.544;0.876
1764-06;-0.070;6.043;-0.474;1.368;-0.743;1.023;-0.647;0.836;-0.543;0.884
1764-07;0.187;5.154;-0.515;1.330;-0.847;0.994;-0.666;0.834;-0.540;0.891
1764-08;-1.482;1.090;-0.876;1.079;-0.786;0.979;-0.673;0.836;-0.537;0.898
1764-09;-2.061;5.324;-0.645;1.154;-0.734;0.961;-0.680;0.837;-0.541;0.903
1764-10;-2.505;3.255;-0.559;1.167;-0.799;0.988;-0.718;0.846;-0.549;0.904
1764-11;-1.089;4.535;-0.703;1.073;-0.839;0.976;-0.686;0.853;-0.563;0.910
1764-12;-0.710;4.105;-0.660;1.401;-0.861;0.969;-0.666;0.848;-0.571;0.910
1765-01;1.720;10.286;-0.799;1.483;-0.894;0.975;-0.655;0.846;-0.550;0.917
1765-02;-2.831;4.031;-0.699;1.574;-0.874;1.023;-0.650;0.866;-0.525;0.922
1765-03;0.716;2.861;-0.599;1.602;-0.857;1.041;-0.653;0.896;-0.518;0.924
1765-04;0.025;1.931;-0.413;1.640;-0.814;1.037;-0.684;0.920;-0.530;0.929
1765-05;-0.332;1.430;-0.456;1.588;-0.758;1.025;-0.689;0.929;-0.528;0.935
1765-06;0.442;4.259;-0.633;1.522;-0.732;1.055;-0.704;0.950;-0.531;0.937
1765-07;-1.474;5.325;-1.159;1.559;-0.701;1.121;-0.717;0.946;-0.529;0.940
1765-08;-0.289;2.659;-1.101;1.586;-0.730;1.164;-0.707;0.952;-0.524;0.942
1765-09;-0.859;1.391;-1.241;1.509;-0.737;1.156;-0.699;0.970;-0.517;0.944
1765-10;-0.272;1.298;-1.168;1.613;-0.727;1.191;-0.701;0.967;-0.517;0.947
1765-11;-1.606;3.175;-1.163;1.675;-0.694;1.201;-0.699;0.982;-0.521;0.950
1765-12;-2.837;2.283;-1.195;2.294;-0.699;1.203;-0.707;0.952;-0.524;0.953
1766-01;-4.589;9.558;-1.151;3.008;-0.697;1.206;-0.700;0.970;-0.553;0.955
1766-02;-2.131;2.853;-1.080;3.148;-0.705;1.193;-0.724;0.987;-0.555;0.957
1766-03;-0.972;2.302;-0.985;3.267;-0.706;1.207;-0.755;1.004;-0.550;0.959
1766-04;0.902;4.516;-1.002;3.033;-0.672;1.221;-0.778;1.022;-0.542;0.958
1766-05;-0.269;3.638;-0.862;2.752;-0.652;1.265;-0.775;1.021;-0.546;0.958
1766-06;0.062;8.901;-0.790;2.574;-0.678;1.325;-0.790;1.030;-0.552;0.962
1766-07;-0.951;5.064;-0.829;1.848;-0.713;1.229;-0.793;1.032;-0.552;0.965
1766-08;0.556;3.569;-0.416;1.271;-0.746;1.240;-0.808;1.054;-0.548;0.971
1766-09;0.289;2.954;-0.347;1.140;-0.732;1.240;-0.818;1.063;-0.557;0.974
1766-10;-0.475;3.422;-0.544;1.183;-0.715;1.241;-0.798;1.067;-0.553;0.977
1766-11;0.072;3.827;-0.627;1.173;-0.740;1.276;-0.803;1.086;-0.546;0.980
1766-12;-1.971;4.250;-0.741;1.286;-0.763;1.289;-0.765;1.111;-0.535;0.983
1767-01;-5.059;7.097;-0.736;1.254;-0.774;1.293;-0.786;1.095;-0.529;0.990
1767-02;2.824;10.152;-0.780;1.318;-0.761;1.303;-0.774;1.099;-0.533;0.989
1767-03;-0.142;8.015;-0.821;1.435;-0.741;1.307;-0.746;1.107;-0.523;0.992
1767-04;-1.465;7.230;-0.836;1.414;-0.766;1.318;-0.774;1.115;-0.530;0.997
1767-05;-1.260;2.548;-0.722;2.149;-0.740;1.316;-0.797;1.121;-0.534;1.003
1767-06;-1.309;4.144;-0.775;2.296;-0.732;1.315;-0.783;1.121;-0.543;1.002
1767-07;-0.886;5.433;-0.603;2.167;-0.778;1.303;-0.790;1.119;-0.559;1.007
1767-08;0.024;2.400;-0.830;1.963;-0.736;1.332;-0.777;1.144;-0.558;1.007
1767-09;-0.204;3.918;-0.990;2.009;-0.785;1.375;-0.766;1.150;-0.553;1.008
1767-10;-0.659;3.649;-0.850;1.889;-0.824;1.414;-0.729;1.170;-0.537;1.009
1767-11;1.439;11.566;-0.744;1.877;-0.831;1.423;-0.703;1.179;-0.535;1.015
