STATION;NAME;MESS_DATUM;RSK;TAVG;TMAX;TMIN
RSM00029430;TOMSK/RS;18810101;0.00;23;;
RSM00029430;TOMSK/RS;18810102;0.00;12;;
RSM00029430;TOMSK/RS;18810103;0.00;-4;;
RSM00029430;TOMSK/RS;18810104;0.00;1;;
RSM00029430;TOMSK/RS;18810105;0.01;18;;
RSM00029430;TOMSK/RS;18810106;0.04;23;;
RSM00029430;TOMSK/RS;18810107;0.01;27;;
RSM00029430;TOMSK/RS;18810108;0.00;28;;
RSM00029430;TOMSK/RS;18810109;0.00;22;;
RSM00029430;TOMSK/RS;18810110;0.00;19;;
RSM00029430;TOMSK/RS;18810111;0.03;21;;
RSM00029430;TOMSK/RS;18810112;0.00;-14;;
RSM00029430;TOMSK/RS;18810113;0.00;-10;;
RSM00029430;TOMSK/RS;18810114;0.00;-12;;
RSM00029430;TOMSK/RS;18810115;0.00;0;;
RSM00029430;TOMSK/RS;18810116;0.02;-2;;
RSM00029430;TOMSK/RS;18810117;0.00;17;;
RSM00029430;TOMSK/RS;18810118;0.00;9;;
RSM00029430;TOMSK/RS;18810119;0.00;24;;
RSM00029430;TOMSK/RS;18810120;0.00;15;;
RSM00029430;TOMSK/RS;18810121;0.00;8;;
RSM00029430;TOMSK/RS;18810122;0.00;12;;
RSM00029430;TOMSK/RS;18810123;0.07;37;;
RSM00029430;TOMSK/RS;18810124;0.00;21;;
RSM00029430;TOMSK/RS;18810125;0.00;-7;;
RSM00029430;TOMSK/RS;18810126;0.00;-4;;
RSM00029430;TOMSK/RS;18810127;0.12;4;;
RSM00029430;TOMSK/RS;18810128;0.00;22;;
RSM00029430;TOMSK/RS;18810129;0.00;-8;;
RSM00029430;TOMSK/RS;18810130;0.03;1;;
RSM00029430;TOMSK/RS;18810131;0.00;-9;;
RSM00029430;TOMSK/RS;18810201;0.00;-21;;
RSM00029430;TOMSK/RS;18810202;0.00;-9;;
RSM00029430;TOMSK/RS;18810203;0.00;-3;;
RSM00029430;TOMSK/RS;18810204;0.00;-5;;
RSM00029430;TOMSK/RS;18810205;0.02;20;;
RSM00029430;TOMSK/RS;18810206;0.04;18;;
RSM00029430;TOMSK/RS;18810207;0.00;0;;
RSM00029430;TOMSK/RS;18810208;0.02;-7;;
RSM00029430;TOMSK/RS;18810209;0.00;10;;
RSM00029430;TOMSK/RS;18810210;0.00;3;;
RSM00029430;TOMSK/RS;18810211;0.00;-22;;
RSM00029430;TOMSK/RS;18810212;0.00;-8;;
RSM00029430;TOMSK/RS;18810213;0.00;6;;
RSM00029430;TOMSK/RS;18810214;0.00;12;;
RSM00029430;TOMSK/RS;18810215;0.00;13;;
RSM00029430;TOMSK/RS;18810216;0.00;-10;;
RSM00029430;TOMSK/RS;18810217;0.00;-1;;
RSM00029430;TOMSK/RS;18810218;0.04;3;;
RSM00029430;TOMSK/RS;18810219;0.00;-15;;
RSM00029430;TOMSK/RS;18810220;0.00;-26;;
RSM00029430;TOMSK/RS;18810221;0.00;-28;;
RSM00029430;TOMSK/RS;18810222;0.02;-15;;
RSM00029430;TOMSK/RS;18810223;0.00;-5;;
RSM00029430;TOMSK/RS;18810224;0.00;1;;
RSM00029430;TOMSK/RS;18810225;0.00;7;;
RSM00029430;TOMSK/RS;18810226;0.00;4;;
RSM00029430;TOMSK/RS;18810227;0.00;-6;;
RSM00029430;TOMSK/RS;18810228;0.00;-12;;
RSM00029430;TOMSK/RS;18810301;0.00;-11;;
RSM00029430;TOMSK/RS;18810302;0.00;-3;;
RSM00029430;TOMSK/RS;18810303;0.00;-3;;
RSM00029430;TOMSK/RS;18810304;0.00;-1;;
RSM00029430;TOMSK/RS;18810305;0.00;-1;;
RSM00029430;TOMSK/RS;18810306;0.00;1;;
RSM00029430;TOMSK/RS;18810307;0.00;-1;;
RSM00029430;TOMSK/RS;18810308;0.01;0;;
RSM00029430;TOMSK/RS;18810309;0.00;-8;;
RSM00029430;TOMSK/RS;18810310;0.00;-3;;
RSM00029430;TOMSK/RS;18810311;0.00;1;;
RSM00029430;TOMSK/RS;18810312;0.00;7;;
RSM00029430;TOMSK/RS;18810313;0.00;17;;
RSM00029430;TOMSK/RS;18810314;0.00;17;;
RSM00029430;TOMSK/RS;18810315;0.07;24;;
RSM00029430;TOMSK/RS;18810316;0.00;13;;
RSM00029430;TOMSK/RS;18810317;0.00;8;;
RSM00029430;TOMSK/RS;18810318;0.00;25;;
RSM00029430;TOMSK/RS;18810319;0.00;24;;
RSM00029430;TOMSK/RS;18810320;0.00;36;;
RSM00029430;TOMSK/RS;18810321;0.00;41;;
RSM00029430;TOMSK/RS;18810322;0.00;34;;
RSM00029430;TOMSK/RS;18810323;0.00;16;;
RSM00029430;TOMSK/RS;18810324;0.00;26;;
RSM00029430;TOMSK/RS;18810325;0.00;35;;
RSM00029430;TOMSK/RS;18810326;0.02;35;;
RSM00029430;TOMSK/RS;18810327;0.00;21;;
RSM00029430;TOMSK/RS;18810328;0.00;23;;
RSM00029430;TOMSK/RS;18810329;0.00;26;;
RSM00029430;TOMSK/RS;18810330;0.02;32;;
RSM00029430;TOMSK/RS;18810331;0.00;29;;
RSM00029430;TOMSK/RS;18810401;0.00;28;;
RSM00029430;TOMSK/RS;18810402;0.00;35;;
RSM00029430;TOMSK/RS;18810403;0.00;35;;
RSM00029430;TOMSK/RS;18810404;0.00;39;;
RSM00029430;TOMSK/RS;18810405;0.00;40;;
RSM00029430;TOMSK/RS;18810406;0.00;43;;
RSM00029430;TOMSK/RS;18810407;0.00;46;;
RSM00029430;TOMSK/RS;18810408;0.00;47;;
RSM00029430;TOMSK/RS;18810409;0.00;45;;
RSM00029430;TOMSK/RS;18810410;0.00;39;;
RSM00029430;TOMSK/RS;18810411;0.00;34;;
RSM00029430;TOMSK/RS;18810412;0.00;34;;
RSM00029430;TOMSK/RS;18810413;0.00;29;;
RSM00029430;TOMSK/RS;18810414;0.00;38;;
RSM00029430;TOMSK/RS;18810415;0.00;27;;
RSM00029430;TOMSK/RS;18810416;0.00;34;;
RSM00029430;TOMSK/RS;18810417;0.00;12;;
RSM00029430;TOMSK/RS;18810418;0.00;21;;
RSM00029430;TOMSK/RS;18810419;0.00;38;;
RSM00029430;TOMSK/RS;18810420;0.00;44;;
RSM00029430;TOMSK/RS;18810421;0.00;36;;
RSM00029430;TOMSK/RS;18810422;0.00;32;;
RSM00029430;TOMSK/RS;18810423;0.00;36;;
RSM00029430;TOMSK/RS;18810424;0.00;38;;
RSM00029430;TOMSK/RS;18810425;0.00;37;;
RSM00029430;TOMSK/RS;18810426;0.00;38;;
RSM00029430;TOMSK/RS;18810427;0.00;46;;
RSM00029430;TOMSK/RS;18810428;0.00;45;;
RSM00029430;TOMSK/RS;18810429;0.00;45;;
RSM00029430;TOMSK/RS;18810430;0.00;24;;
RSM00029430;TOMSK/RS;18810501;0.00;30;;
RSM00029430;TOMSK/RS;18810502;0.00;37;;
RSM00029430;TOMSK/RS;18810503;0.00;35;;
RSM00029430;TOMSK/RS;18810504;0.00;42;;
RSM00029430;TOMSK/RS;18810505;0.00;41;;
RSM00029430;TOMSK/RS;18810506;0.00;41;;
RSM00029430;TOMSK/RS;18810507;0.00;43;;
RSM00029430;TOMSK/RS;18810508;0.00;55;;
RSM00029430;TOMSK/RS;18810509;0.00;61;;
RSM00029430;TOMSK/RS;18810510;0.00;62;;
RSM00029430;TOMSK/RS;18810511;0.00;42;;
RSM00029430;TOMSK/RS;18810512;0.18;36;;
RSM00029430;TOMSK/RS;18810513;0.19;57;;
RSM00029430;TOMSK/RS;18810514;0.00;36;;
RSM00029430;TOMSK/RS;18810515;0.00;42;;
RSM00029430;TOMSK/RS;18810516;0.00;48;;
RSM00029430;TOMSK/RS;18810517;0.02;59;;
RSM00029430;TOMSK/RS;18810518;0.00;34;;
RSM00029430;TOMSK/RS;18810519;0.07;40;;
RSM00029430;TOMSK/RS;18810520;0.02;49;;
RSM00029430;TOMSK/RS;18810521;0.00;59;;
RSM00029430;TOMSK/RS;18810522;0.14;69;;
RSM00029430;TOMSK/RS;18810523;0.00;35;;
RSM00029430;TOMSK/RS;18810524;0.00;36;;
RSM00029430;TOMSK/RS;18810525;0.00;46;;
RSM00029430;TOMSK/RS;18810526;0.00;49;;
RSM00029430;TOMSK/RS;18810527;0.94;59;;
RSM00029430;TOMSK/RS;18810528;0.33;40;;
RSM00029430;TOMSK/RS;18810529;0.00;38;;
RSM00029430;TOMSK/RS;18810530;0.09;41;;
RSM00029430;TOMSK/RS;18810531;0.20;46;;
RSM00029430;TOMSK/RS;18810601;0.00;47;;
RSM00029430;TOMSK/RS;18810602;0.09;57;;
RSM00029430;TOMSK/RS;18810603;0.52;59;;
RSM00029430;TOMSK/RS;18810604;0.00;54;;
RSM00029430;TOMSK/RS;18810605;0.00;56;;
RSM00029430;TOMSK/RS;18810606;0.05;59;;
RSM00029430;TOMSK/RS;18810607;0.00;57;;
RSM00029430;TOMSK/RS;18810608;0.23;54;;
RSM00029430;TOMSK/RS;18810609;0.06;46;;
RSM00029430;TOMSK/RS;18810610;0.00;44;;
RSM00029430;TOMSK/RS;18810611;0.00;54;;
RSM00029430;TOMSK/RS;18810612;0.11;64;;
RSM00029430;TOMSK/RS;18810613;0.00;51;;
RSM00029430;TOMSK/RS;18810614;0.00;51;;
RSM00029430;TOMSK/RS;18810615;0.00;52;;
RSM00029430;TOMSK/RS;18810616;0.00;55;;
RSM00029430;TOMSK/RS;18810617;0.00;57;;
RSM00029430;TOMSK/RS;18810618;0.00;63;;
RSM00029430;TOMSK/RS;18810619;0.00;71;;
RSM00029430;TOMSK/RS;18810620;0.00;70;;
RSM00029430;TOMSK/RS;18810621;0.00;73;;
RSM00029430;TOMSK/RS;18810622;0.05;75;;
RSM00029430;TOMSK/RS;18810623;0.10;60;;
RSM00029430;TOMSK/RS;18810624;0.73;61;;
RSM00029430;TOMSK/RS;18810625;0.00;62;;
RSM00029430;TOMSK/RS;18810626;0.43;65;;
RSM00029430;TOMSK/RS;18810627;0.00;62;;
RSM00029430;TOMSK/RS;18810628;0.08;61;;
RSM00029430;TOMSK/RS;18810629;0.00;56;;
RSM00029430;TOMSK/RS;18810630;0.00;57;;
RSM00029430;TOMSK/RS;18810701;0.00;60;;
RSM00029430;TOMSK/RS;18810702;0.00;66;;
RSM00029430;TOMSK/RS;18810703;0.00;76;;
RSM00029430;TOMSK/RS;18810704;0.00;79;;
RSM00029430;TOMSK/RS;18810705;0.00;76;;
RSM00029430;TOMSK/RS;18810706;1.16;70;;
RSM00029430;TOMSK/RS;18810707;0.00;63;;
RSM00029430;TOMSK/RS;18810708;0.00;66;;
RSM00029430;TOMSK/RS;18810709;0.39;67;;
RSM00029430;TOMSK/RS;18810710;0.00;71;;
RSM00029430;TOMSK/RS;18810711;0.24;69;;
RSM00029430;TOMSK/RS;18810712;0.25;60;;
RSM00029430;TOMSK/RS;18810713;0.08;50;;
RSM00029430;TOMSK/RS;18810714;0.22;53;;
RSM00029430;TOMSK/RS;18810715;0.00;56;;
RSM00029430;TOMSK/RS;18810716;0.00;61;;
RSM00029430;TOMSK/RS;18810717;0.04;69;;
RSM00029430;TOMSK/RS;18810718;0.00;72;;
RSM00029430;TOMSK/RS;18810719;0.00;69;;
RSM00029430;TOMSK/RS;18810720;0.00;74;;
RSM00029430;TOMSK/RS;18810721;0.00;76;;
RSM00029430;TOMSK/RS;18810722;0.00;76;;
RSM00029430;TOMSK/RS;18810723;0.00;75;;
RSM00029430;TOMSK/RS;18810724;0.41;70;;
RSM00029430;TOMSK/RS;18810725;0.38;64;;
RSM00029430;TOMSK/RS;18810726;0.00;68;;
RSM00029430;TOMSK/RS;18810727;0.00;61;;
RSM00029430;TOMSK/RS;18810728;0.00;56;;
RSM00029430;TOMSK/RS;18810729;0.00;55;;
RSM00029430;TOMSK/RS;18810730;0.00;57;;
RSM00029430;TOMSK/RS;18810731;0.03;58;;
RSM00029430;TOMSK/RS;18810801;0.07;56;;
RSM00029430;TOMSK/RS;18810802;0.00;63;;
RSM00029430;TOMSK/RS;18810803;0.00;63;;
RSM00029430;TOMSK/RS;18810804;0.14;66;;
RSM00029430;TOMSK/RS;18810805;0.19;60;;
RSM00029430;TOMSK/RS;18810806;0.00;62;;
RSM00029430;TOMSK/RS;18810807;0.00;58;;
RSM00029430;TOMSK/RS;18810808;0.00;57;;
RSM00029430;TOMSK/RS;18810809;0.00;56;;
RSM00029430;TOMSK/RS;18810810;0.00;55;;
RSM00029430;TOMSK/RS;18810811;0.00;55;;
RSM00029430;TOMSK/RS;18810812;0.00;57;;
RSM00029430;TOMSK/RS;18810813;0.20;56;;
RSM00029430;TOMSK/RS;18810814;0.00;56;;
RSM00029430;TOMSK/RS;18810815;0.00;59;;
RSM00029430;TOMSK/RS;18810816;0.00;58;;
RSM00029430;TOMSK/RS;18810817;0.00;57;;
RSM00029430;TOMSK/RS;18810818;0.00;63;;
RSM00029430;TOMSK/RS;18810819;0.00;62;;
RSM00029430;TOMSK/RS;18810820;0.00;63;;
RSM00029430;TOMSK/RS;18810821;0.00;63;;
RSM00029430;TOMSK/RS;18810822;0.00;60;;
RSM00029430;TOMSK/RS;18810823;0.00;61;;
RSM00029430;TOMSK/RS;18810824;0.00;61;;
RSM00029430;TOMSK/RS;18810825;0.00;63;;
RSM00029430;TOMSK/RS;18810826;0.00;66;;
RSM00029430;TOMSK/RS;18810827;0.00;65;;
RSM00029430;TOMSK/RS;18810828;0.00;62;;
RSM00029430;TOMSK/RS;18810829;0.15;63;;
RSM00029430;TOMSK/RS;18810830;0.00;53;;
RSM00029430;TOMSK/RS;18810831;0.02;57;;
RSM00029430;TOMSK/RS;18810901;0.00;58;;
RSM00029430;TOMSK/RS;18810902;0.00;56;;
RSM00029430;TOMSK/RS;18810903;0.00;54;;
RSM00029430;TOMSK/RS;18810904;0.00;53;;
RSM00029430;TOMSK/RS;18810905;0.06;48;;
RSM00029430;TOMSK/RS;18810906;0.00;50;;
RSM00029430;TOMSK/RS;18810907;0.82;49;;
RSM00029430;TOMSK/RS;18810908;0.03;39;;
RSM00029430;TOMSK/RS;18810909;0.00;40;;
RSM00029430;TOMSK/RS;18810910;0.19;42;;
RSM00029430;TOMSK/RS;18810911;0.02;39;;
RSM00029430;TOMSK/RS;18810912;0.01;38;;
RSM00029430;TOMSK/RS;18810913;0.13;34;;
RSM00029430;TOMSK/RS;18810914;0.09;39;;
RSM00029430;TOMSK/RS;18810915;0.00;37;;
RSM00029430;TOMSK/RS;18810916;0.00;40;;
RSM00029430;TOMSK/RS;18810917;0.00;56;;
RSM00029430;TOMSK/RS;18810918;0.00;56;;
RSM00029430;TOMSK/RS;18810919;0.00;62;;
RSM00029430;TOMSK/RS;18810920;0.00;64;;
RSM00029430;TOMSK/RS;18810921;0.00;53;;
RSM00029430;TOMSK/RS;18810922;0.00;40;;
RSM00029430;TOMSK/RS;18810923;0.00;40;;
RSM00029430;TOMSK/RS;18810924;0.00;50;;
RSM00029430;TOMSK/RS;18810925;0.00;39;;
RSM00029430;TOMSK/RS;18810926;0.00;34;;
RSM00029430;TOMSK/RS;18810927;0.00;40;;
RSM00029430;TOMSK/RS;18810928;0.00;43;;
RSM00029430;TOMSK/RS;18810929;0.02;36;;
RSM00029430;TOMSK/RS;18810930;0.00;29;;
RSM00029430;TOMSK/RS;18811001;0.01;30;;
RSM00029430;TOMSK/RS;18811002;0.00;31;;
RSM00029430;TOMSK/RS;18811003;0.00;33;;
RSM00029430;TOMSK/RS;18811004;0.00;38;;
RSM00029430;TOMSK/RS;18811005;0.00;42;;
RSM00029430;TOMSK/RS;18811006;0.11;40;;
RSM00029430;TOMSK/RS;18811007;0.05;36;;
RSM00029430;TOMSK/RS;18811008;0.00;31;;
RSM00029430;TOMSK/RS;18811009;0.00;34;;
RSM00029430;TOMSK/RS;18811010;0.12;39;;
RSM00029430;TOMSK/RS;18811011;0.00;32;;
RSM00029430;TOMSK/RS;18811012;0.00;39;;
RSM00029430;TOMSK/RS;18811013;0.00;45;;
RSM00029430;TOMSK/RS;18811014;0.00;41;;
RSM00029430;TOMSK/RS;18811015;0.00;43;;
RSM00029430;TOMSK/RS;18811016;0.00;32;;
RSM00029430;TOMSK/RS;18811017;0.00;41;;
RSM00029430;TOMSK/RS;18811018;0.00;37;;
RSM00029430;TOMSK/RS;18811019;0.00;33;;
RSM00029430;TOMSK/RS;18811020;0.13;43;;
RSM00029430;TOMSK/RS;18811021;0.00;33;;
RSM00029430;TOMSK/RS;18811022;0.04;30;;
RSM00029430;TOMSK/RS;18811023;0.03;21;;
RSM00029430;TOMSK/RS;18811024;0.04;23;;
RSM00029430;TOMSK/RS;18811025;0.13;20;;
RSM00029430;TOMSK/RS;18811026;0.00;14;;
RSM00029430;TOMSK/RS;18811027;0.02;17;;
RSM00029430;TOMSK/RS;18811028;0.00;39;;
RSM00029430;TOMSK/RS;18811029;0.00;28;;
RSM00029430;TOMSK/RS;18811030;0.00;31;;
RSM00029430;TOMSK/RS;18811031;0.00;9;;
RSM00029430;TOMSK/RS;18811101;0.00;12;;
RSM00029430;TOMSK/RS;18811102;0.00;8;;
RSM00029430;TOMSK/RS;18811103;0.00;7;;
RSM00029430;TOMSK/RS;18811104;0.00;8;;
RSM00029430;TOMSK/RS;18811105;0.07;9;;
RSM00029430;TOMSK/RS;18811106;0.00;27;;
RSM00029430;TOMSK/RS;18811107;0.00;8;;
RSM00029430;TOMSK/RS;18811108;0.00;13;;
RSM00029430;TOMSK/RS;18811109;0.11;23;;
RSM00029430;TOMSK/RS;18811110;0.13;29;;
RSM00029430;TOMSK/RS;18811111;0.00;19;;
RSM00029430;TOMSK/RS;18811112;0.00;21;;
RSM00029430;TOMSK/RS;18811113;0.00;23;;
RSM00029430;TOMSK/RS;18811114;0.00;28;;
RSM00029430;TOMSK/RS;18811115;0.00;7;;
RSM00029430;TOMSK/RS;18811116;0.00;9;;
RSM00029430;TOMSK/RS;18811117;0.00;12;;
RSM00029430;TOMSK/RS;18811118;0.00;13;;
RSM00029430;TOMSK/RS;18811119;0.00;22;;
RSM00029430;TOMSK/RS;18811120;0.00;12;;
RSM00029430;TOMSK/RS;18811121;0.00;2;;
RSM00029430;TOMSK/RS;18811122;0.01;7;;
RSM00029430;TOMSK/RS;18811123;0.00;17;;
RSM00029430;TOMSK/RS;18811124;0.00;13;;
RSM00029430;TOMSK/RS;18811125;0.00;17;;
RSM00029430;TOMSK/RS;18811126;0.00;2;;
RSM00029430;TOMSK/RS;18811127;0.00;-14;;
RSM00029430;TOMSK/RS;18811128;0.00;-12;;
RSM00029430;TOMSK/RS;18811129;0.00;-12;;
RSM00029430;TOMSK/RS;18811130;0.00;0;;
RSM00029430;TOMSK/RS;18811201;0.00;6;;
RSM00029430;TOMSK/RS;18811202;0.03;3;;
RSM00029430;TOMSK/RS;18811203;0.03;15;;
RSM00029430;TOMSK/RS;18811204;0.05;23;;
RSM00029430;TOMSK/RS;18811205;0.04;21;;
RSM00029430;TOMSK/RS;18811206;0.00;24;;
RSM00029430;TOMSK/RS;18811207;0.04;4;;
RSM00029430;TOMSK/RS;18811208;0.03;6;;
RSM00029430;TOMSK/RS;18811209;0.00;7;;
RSM00029430;TOMSK/RS;18811210;0.01;10;;
RSM00029430;TOMSK/RS;18811211;0.00;-9;;
RSM00029430;TOMSK/RS;18811212;0.00;-13;;
RSM00029430;TOMSK/RS;18811213;0.00;-15;;
RSM00029430;TOMSK/RS;18811214;0.00;-9;;
RSM00029430;TOMSK/RS;18811215;0.01;-3;;
RSM00029430;TOMSK/RS;18811216;0.00;3;;
RSM00029430;TOMSK/RS;18811217;0.00;-13;;
RSM00029430;TOMSK/RS;18811218;0.00;-20;;
RSM00029430;TOMSK/RS;18811219;0.00;-9;;
RSM00029430;TOMSK/RS;18811220;0.00;-22;;
RSM00029430;TOMSK/RS;18811221;0.00;-25;;
RSM00029430;TOMSK/RS;18811222;0.00;-24;;
RSM00029430;TOMSK/RS;18811223;0.01;-18;;
RSM00029430;TOMSK/RS;18811224;0.00;-14;;
RSM00029430;TOMSK/RS;18811225;0.00;-21;;
RSM00029430;TOMSK/RS;18811226;0.02;-18;;
RSM00029430;TOMSK/RS;18811227;0.00;-27;;
RSM00029430;TOMSK/RS;18811228;0.00;-24;;
RSM00029430;TOMSK/RS;18811229;0.00;-5;;
RSM00029430;TOMSK/RS;18811230;0.00;17;;
RSM00029430;TOMSK/RS;18811231;0.02;14;;
RSM00029430;TOMSK/RS;18820101;0.02;15;;
RSM00029430;TOMSK/RS;18820102;0.00;4;;
RSM00029430;TOMSK/RS;18820103;0.00;-17;;
RSM00029430;TOMSK/RS;18820104;0.00;-21;;
RSM00029430;TOMSK/RS;18820105;0.04;-3;;
RSM00029430;TOMSK/RS;18820106;0.00;13;;
RSM00029430;TOMSK/RS;18820107;0.00;11;;
RSM00029430;TOMSK/RS;18820108;0.00;8;;
RSM00029430;TOMSK/RS;18820109;0.12;12;;
RSM00029430;TOMSK/RS;18820110;0.12;7;;
RSM00029430;TOMSK/RS;18820111;0.24;3;;
RSM00029430;TOMSK/RS;18820112;0.00;-3;;
RSM00029430;TOMSK/RS;18820113;0.00;-3;;
RSM00029430;TOMSK/RS;18820114;0.08;17;;
RSM00029430;TOMSK/RS;18820115;0.05;16;;
RSM00029430;TOMSK/RS;18820116;0.03;14;;
RSM00029430;TOMSK/RS;18820117;0.02;6;;
RSM00029430;TOMSK/RS;18820118;0.02;10;;
RSM00029430;TOMSK/RS;18820119;0.00;7;;
RSM00029430;TOMSK/RS;18820120;0.02;13;;
RSM00029430;TOMSK/RS;18820121;0.00;17;;
RSM00029430;TOMSK/RS;18820122;0.06;9;;
RSM00029430;TOMSK/RS;18820123;0.00;-19;;
RSM00029430;TOMSK/RS;18820124;0.00;7;;
RSM00029430;TOMSK/RS;18820125;0.00;13;;
RSM00029430;TOMSK/RS;18820126;0.00;8;;
RSM00029430;TOMSK/RS;18820127;0.00;5;;
RSM00029430;TOMSK/RS;18820128;0.00;-8;;
RSM00029430;TOMSK/RS;18820129;0.00;-5;;
RSM00029430;TOMSK/RS;18820130;0.00;-4;;
RSM00029430;TOMSK/RS;18820131;0.00;13;;
RSM00029430;TOMSK/RS;18820201;0.00;5;;
RSM00029430;TOMSK/RS;18820202;0.00;18;;
RSM00029430;TOMSK/RS;18820203;0.03;15;;
RSM00029430;TOMSK/RS;18820204;0.00;12;;
RSM00029430;TOMSK/RS;18820205;0.02;9;;
RSM00029430;TOMSK/RS;18820206;0.00;15;;
RSM00029430;TOMSK/RS;18820207;0.02;17;;
RSM00029430;TOMSK/RS;18820208;0.00;3;;
RSM00029430;TOMSK/RS;18820209;0.00;6;;
RSM00029430;TOMSK/RS;18820210;0.00;6;;
RSM00029430;TOMSK/RS;18820211;0.00;-1;;
RSM00029430;TOMSK/RS;18820212;0.00;0;;
RSM00029430;TOMSK/RS;18820213;0.00;5;;
RSM00029430;TOMSK/RS;18820214;0.00;-2;;
RSM00029430;TOMSK/RS;18820215;0.00;-5;;
RSM00029430;TOMSK/RS;18820216;0.00;7;;
RSM00029430;TOMSK/RS;18820217;0.00;18;;
RSM00029430;TOMSK/RS;18820218;0.00;24;;
RSM00029430;TOMSK/RS;18820219;0.00;25;;
RSM00029430;TOMSK/RS;18820220;0.00;21;;
RSM00029430;TOMSK/RS;18820221;0.00;11;;
RSM00029430;TOMSK/RS;18820222;0.00;8;;
RSM00029430;TOMSK/RS;18820223;0.00;10;;
RSM00029430;TOMSK/RS;18820224;0.00;27;;
RSM00029430;TOMSK/RS;18820225;0.00;25;;
RSM00029430;TOMSK/RS;18820226;0.00;34;;
RSM00029430;TOMSK/RS;18820227;0.00;19;;
RSM00029430;TOMSK/RS;18820228;0.00;18;;
RSM00029430;TOMSK/RS;18820301;0.02;18;;
RSM00029430;TOMSK/RS;18820302;0.01;20;;
RSM00029430;TOMSK/RS;18820303;0.00;24;;
RSM00029430;TOMSK/RS;18820304;0.12;9;;
RSM00029430;TOMSK/RS;18820305;0.00;9;;
RSM00029430;TOMSK/RS;18820306;0.00;16;;
RSM00029430;TOMSK/RS;18820307;0.00;20;;
RSM00029430;TOMSK/RS;18820308;0.00;24;;
RSM00029430;TOMSK/RS;18820309;0.00;21;;
RSM00029430;TOMSK/RS;18820310;0.00;25;;
RSM00029430;TOMSK/RS;18820311;0.00;21;;
RSM00029430;TOMSK/RS;18820312;0.04;25;;
RSM00029430;TOMSK/RS;18820313;0.12;26;;
RSM00029430;TOMSK/RS;18820314;0.02;27;;
RSM00029430;TOMSK/RS;18820315;0.00;22;;
RSM00029430;TOMSK/RS;18820316;0.00;17;;
RSM00029430;TOMSK/RS;18820317;0.02;31;;
RSM00029430;TOMSK/RS;18820318;0.00;33;;
RSM00029430;TOMSK/RS;18820319;0.04;35;;
RSM00029430;TOMSK/RS;18820320;0.00;29;;
RSM00029430;TOMSK/RS;18820321;0.00;22;;
RSM00029430;TOMSK/RS;18820322;0.00;20;;
RSM00029430;TOMSK/RS;18820323;0.00;15;;
RSM00029430;TOMSK/RS;18820324;0.00;19;;
RSM00029430;TOMSK/RS;18820325;0.00;24;;
RSM00029430;TOMSK/RS;18820326;0.00;22;;
RSM00029430;TOMSK/RS;18820327;0.04;17;;
RSM00029430;TOMSK/RS;18820328;0.02;19;;
RSM00029430;TOMSK/RS;18820329;0.01;24;;
RSM00029430;TOMSK/RS;18820330;0.00;13;;
RSM00029430;TOMSK/RS;18820331;0.00;12;;
RSM00029430;TOMSK/RS;18820401;0.00;9;;
RSM00029430;TOMSK/RS;18820402;0.00;14;;
RSM00029430;TOMSK/RS;18820403;0.00;17;;
RSM00029430;TOMSK/RS;18820404;0.00;26;;
RSM00029430;TOMSK/RS;18820405;0.17;38;;
RSM00029430;TOMSK/RS;18820406;0.00;21;;
RSM00029430;TOMSK/RS;18820407;0.00;0;;
RSM00029430;TOMSK/RS;18820408;0.00;9;;
RSM00029430;TOMSK/RS;18820409;0.00;15;;
RSM00029430;TOMSK/RS;18820410;0.00;21;;
RSM00029430;TOMSK/RS;18820411;0.00;34;;
RSM00029430;TOMSK/RS;18820412;0.00;35;;
RSM00029430;TOMSK/RS;18820413;0.00;33;;
RSM00029430;TOMSK/RS;18820414;0.37;36;;
RSM00029430;TOMSK/RS;18820415;0.01;37;;
RSM00029430;TOMSK/RS;18820416;0.00;34;;
RSM00029430;TOMSK/RS;18820417;0.00;34;;
RSM00029430;TOMSK/RS;18820418;0.00;32;;
RSM00029430;TOMSK/RS;18820419;0.00;40;;
RSM00029430;TOMSK/RS;18820420;0.00;41;;
RSM00029430;TOMSK/RS;18820421;0.01;46;;
RSM00029430;TOMSK/RS;18820422;0.00;24;;
RSM00029430;TOMSK/RS;18820423;0.00;28;;
RSM00029430;TOMSK/RS;18820424;0.00;31;;
RSM00029430;TOMSK/RS;18820425;0.00;24;;
RSM00029430;TOMSK/RS;18820426;0.00;29;;
RSM00029430;TOMSK/RS;18820427;0.00;31;;
RSM00029430;TOMSK/RS;18820428;0.00;39;;
RSM00029430;TOMSK/RS;18820429;0.00;40;;
RSM00029430;TOMSK/RS;18820430;0.00;33;;
RSM00029430;TOMSK/RS;18820501;0.00;40;;
RSM00029430;TOMSK/RS;18820502;0.06;46;;
RSM00029430;TOMSK/RS;18820503;0.00;31;;
RSM00029430;TOMSK/RS;18820504;0.00;31;;
RSM00029430;TOMSK/RS;18820505;0.00;38;;
RSM00029430;TOMSK/RS;18820506;0.00;45;;
RSM00029430;TOMSK/RS;18820507;0.01;56;;
RSM00029430;TOMSK/RS;18820508;0.01;52;;
RSM00029430;TOMSK/RS;18820509;0.00;44;;
RSM00029430;TOMSK/RS;18820510;0.25;53;;
RSM00029430;TOMSK/RS;18820511;0.00;38;;
